0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
51.9492789127264+0i,25.9746354523294+0i,25.9746431746662+0i,16.8174098656851+0i,25.993392088722+0i,16.8174098628858+0i,42.8108019572631+0i,9.15722558651602+0i
111.07815438113+0i,55.0948364332609+0i,55.9726188240712+0i,39.5109007202789+0i,56.0053390101878+0i,39.5108912151142+0i,95.516224887669+0i,15.5838724608392+0i
21.971584663068+0i,10.9857923315166+0i,10.9857923315416+0i,6.73010986018693+0i,10.9767406361576+0i,6.73010986018695+0i,17.7068506116072+0i,4.2556824713294+0i
61.9924662234025+0i,30.9962331116459+0i,30.9962331116984+0i,25.9081147576853+0i,30.9722709283629+0i,25.9081147576844+0i,56.8803868284112+0i,5.08811835396114+0i
91.9752030249856+0i,45.9875945405827+0i,45.9876073916535+0i,35.6518620222665+0i,45.9937273580595+0i,35.6518620349524+0i,81.6455894021585+0i,10.3357325053997+0i
3.4592012778132e-19+0i,1.18171617406459e-20+0i,3.32419316846345e-19+0i,2.37595706179377e-21+0i,3.36392435302016e-19+0i,1.02899644889534e-20+0i,2.91277177393299e-19+0i,3.92985437393763e-20+0i
41.5652223254842+0i,20.6156756210807+0i,20.9472075031025+0i,11.1335635288931+0i,21.0001224467851+0i,11.1335686939155+0i,32.1336834997584+0i,9.48209312617334+0i
91.3208170741927+0i,45.2695995295767+0i,45.999299461208+0i,39.9649316909805+0i,46.0048615947351+0i,39.9649404280259+0i,85.9697609764391+0i,5.30437333542129+0i
1.46299997642756-3.59729897991009e+295i,0.599360853107789+0.327630272952294i,0.920671305559092+0.0785476532881639i,1.17585160293891-0.158791096742159i,1.10390371144842-0.215743534194188i,1.17603228979338-8.99324744977522e+293i,2.28076226524078+6.49650368485892e+304i,-0.577661624176076-2.78761654417344e+295i
1.11999276352564e-81+0i,1.39373793066001e-87+0i,3.15519466148971e-81+0i,-1.55467229226042e-88+0i,7.83979113841991e-81+0i,3.89293006620546e-83+0i,3.19698803560619e-80+0i,-3.08547110059424e-82+0i
61.983213510254+0i,30.9916018224731+0i,30.9916114055668+0i,24.0590749282788+0i,30.9974938632496+0i,24.0590749131137+0i,55.0565687792453+0i,6.93252691238715+0i
101.93929996799+0i,50.9696424845017+0i,50.9696571389275+0i,35.9379230353201+0i,50.9954407360517+0i,35.9379230584786+0i,86.9333638275502+0i,15.031719440385+0i
48.2624814768086+0i,22.2841072287159+0i,25.9518391835922+0i,15.8865612594578+0i,25.9380117708987+0i,15.8866365625313+0i,41.8247024853848+0i,6.39724022628381+0i
41.6196640716116+0i,20.6419819651439+0i,20.974045033981+0i,12.8131843940847+0i,21.0008072623357+0i,12.8131924136836+0i,33.8139739247361+0i,7.82878516738605+0i
31.7591434938299+0i,15.7436276634925+0i,15.9980146668016+0i,12.8666677698096+0i,16.0008174977491+0i,12.8666242418948+0i,28.8674415364905+0i,2.87688978718011+0i
91.9226846098306+0i,45.9613349866231+0i,45.9613491988621+0i,30.6245743576658+0i,45.9927302907722+0i,30.6245743527942+0i,76.6173046817879+0i,15.3367606230554+0i
101.997249831151+0i,50.998624915521+0i,50.9986249155685+0i,46.6782809984778+0i,50.9864891396092+0i,46.6782809984781+0i,97.6647701065452+0i,4.32034391704197+0i
31.7588546470233+0i,15.7429670578042+0i,15.9984357397652+0i,13.0671758780733+0i,16.0010000516994+0i,13.0671613865264+0i,29.0681496570353+0i,2.67570301272434+0i
91.9794616538534+0i,45.9897229466752+0i,45.9897379122574+0i,36.4490437512592+0i,45.9968727766692+0i,36.4490437685175+0i,82.445916542087+0i,9.54067917442182+0i
57.5679452338118+0i,26.5908512399967+0i,30.9455638108752+0i,19.1665660909771+0i,30.9290057685592+0i,19.1671270403356+0i,50.0963441045035+0i,7.42330403783077+0i
57.5157058147526+0i,26.5582797941892+0i,30.9360342032946+0i,18.3233806275865+0i,30.9253762411381+0i,18.3239487952976+0i,49.24956393023+0i,8.23394310017202+0i
11.8847592201927+0i,5.89283599989004+0i,5.99017812647328+0i,3.45247632033449+0i,5.99950306145976+0i,3.4524764117741+0i,9.45197333406681+0i,2.44035104607615+0i
81.8930518840314+0i,40.9465196595647+0i,40.9465319340029+0i,25.2444290021905+0i,40.9903499889712+0i,25.2444289998476+0i,66.2347790106373+0i,15.7020906608777+0i
41.925651471699+0i,20.9628257358426+0i,20.9628257358542+0i,12.1094481293582+0i,20.9571766373232+0i,12.1094481293581+0i,33.066624728597+0i,8.85337760648449+0i
71.8893391771594+0i,35.9446695885633+0i,35.9446695885911+0i,21.4677052861575+0i,35.945758698264+0i,21.4677052861566+0i,57.4134639929439+0i,14.4769643024061+0i
3.98451577329917e-66+0i,-4.61708587318883e-72+0i,-1.21116045872999e-65+0i,1.21238387735369e-73+0i,-9.45872415680724e-64+0i,-2.23993946289305e-68+0i,-2.57748549761192e-63+0i,5.8396258429489e-67+0i
1.81508869500468+0i,0.827325878840915+0i,0.984575415662142+0i,0.289643067611426+0i,0.995122550149276+0i,0.289644516439076+0i,1.28478182906089+0i,0.537630434255094+0i
101.193328743951+0i,50.1869421113439+0i,50.9887214501276+0i,39.2074030263032+0i,51.0050345793066+0i,39.2073528041433+0i,90.2123890865129+0i,10.9794682392108+0i
57.5182438569587+0i,26.5753082145578+0i,30.9224976221682+0i,17.0353621727847+0i,30.929385549727+0i,17.0353249914238+0i,47.9647159583312+0i,9.53982585639457+0i
91.1480899707334+0i,45.2018466366221+0i,45.9418291553956+0i,28.1547519779168+0i,46.0043580949232+0i,28.1547542684556+0i,74.1591065544654+0i,17.0470613305521+0i
41.8959972273647+0i,20.9479986136734+0i,20.9479986136897+0i,11.3750956724263+0i,20.9549734258828+0i,11.3750956724263+0i,32.330069220778+0i,9.57290294124714+0i
101.93935116518+0i,50.9696676610617+0i,50.9696828990446+0i,35.7425611208633+0i,50.9916140538341+0i,35.742561118762+0i,86.7341751821214+0i,15.227106536428+0i
111.925722505555+0i,55.9628522569229+0i,55.9628698344419+0i,38.7155594409921+0i,55.9928331974546+0i,38.7155594242572+0i,94.7083926256376+0i,17.2472928283661+0i
11.1076147536706+0i,5.114619429963+0i,5.98345186758947+0i,3.27893935763309+0i,5.98181877782171+0i,3.27896310887679+0i,9.26080629879951+0i,1.83556268479865+0i
81.9759266415313+0i,40.9879633206789+0i,40.9879633208222+0i,31.5892056390907+0i,40.9855249513092+0i,31.5892056390921+0i,72.5747306028266+0i,9.3987576815894+0i
51.9418483825658+0i,25.970920058164+0i,25.9709281430074+0i,16.5359046584196+0i,25.9958541146237+0i,16.5359046702193+0i,42.5317588220512+0i,9.4350153852707+0i
91.2311514445244+0i,45.2402435575003+0i,45.9858381960676+0i,34.4702619589601+0i,46.0052372800418+0i,34.4703276496288+0i,80.4755197735926+0i,10.7699244995603+0i
81.9615935788315+0i,40.9807967893922+0i,40.9807967894312+0i,29.8024427412275+0i,40.9782355883752+0i,29.8024427412277+0i,70.7806782299417+0i,11.1783540481647+0i
71.9349854086704+0i,35.9674927043314+0i,35.9674927043374+0i,23.5986219372419+0i,35.9570503918514+0i,23.5986219372419+0i,59.555672274903+0i,12.3688707670894+0i
31.9086332993041+0i,15.9543166496261+0i,15.9543166496704+0i,8.33756093461042+0i,15.9566398205307+0i,8.33756093460981+0i,24.2942008344511+0i,7.61675571501666+0i
57.5546181426369+0i,26.5703005708108+0i,30.9500807076332+0i,20.0413964267534+0i,30.9255108540208+0i,20.0412996639664+0i,50.9668020261629+0i,6.52879839926515+0i
-7.43496099456028e-80+0i,4.359858219475e-86+0i,9.98854424268371e-80+0i,-3.59004264845128e-88+0i,3.20528301045423e-76+0i,4.21699303599459e-83+0i,5.60112059767613e-76+0i,-2.26618575277178e-81+0i
103.937113861029+0i,47.9955656994198+0i,55.9086274324236+0i,36.2242738030174+0i,55.8658133489429+0i,36.224397421884+0i,92.0902771283534+0i,11.7708889868691+0i
91.9381756892055+0i,45.9690878445969+0i,45.9690878446062+0i,31.643004069708+0i,45.9565830470485+0i,31.6430040697081+0i,77.5995870162526+0i,14.3260837748889+0i
81.992630539251+0i,40.9963074464406+0i,40.9963206343716+0i,35.0756808963293+0i,40.9938222499326+0i,35.0756808844978+0i,76.0695031114155+0i,5.92062653657721+0i
51.9761283387129+0i,25.9880641693376+0i,25.9880641693637+0i,18.8583722844754+0i,25.9733394996889+0i,18.8583722844754+0i,44.8317117540595+0i,7.12969188486237+0i
111.979917429017+0i,55.9899501884852+0i,55.989966890558+0i,45.3474979231761+0i,55.9968809373795+0i,45.347497913646+0i,101.344378803645+0i,10.6424522605465+0i
81.2161153789893+0i,40.2724608439656+0i,40.9397602981333+0i,24.3963981805958+0i,41.0037719289227+0i,24.3964077804972+0i,65.4001698298684+0i,15.8760301965098+0i
31.737820286048+0i,15.7365844131054+0i,15.9956164989081+0i,12.0604505150003+0i,16.0013023202977+0i,12.0604385427747+0i,28.0617404964098+0i,3.67610745970236+0i
11.9443042576642+0i,5.97215212882994+0i,5.97215212883346+0i,2.72566432183641+0i,5.96841280991085+0i,2.72566432183641+0i,8.69407699555835+0i,3.24648780699352+0i
31.6783228647867+0i,15.7100933526516+0i,15.9663574977101+0i,8.82309028773126+0i,16.0003448067478+0i,8.8230873351416+0i,24.8234311093581+0i,6.8869905467347+0i
71.9182642013991+0i,35.9591321005931+0i,35.9591321007757+0i,22.745492293327+0i,35.9586962622759+0i,22.7454922933274+0i,58.7041885542569+0i,13.2136398072668+0i
11.8763507251252+0i,5.9381753625632+0i,5.9381753625622+0i,2.22498092525276+0i,5.93817550136937+0i,2.22498092525276+0i,8.16315642692839+0i,3.71319443731048+0i
41.6854180467053+0i,20.662173648374+0i,20.9991210449585+0i,17.8381401927097+0i,21.0018645277823+0i,17.8380958584225+0i,38.83995790101+0i,2.82392928206174+0i
1.95414990885409+0i,0.96725761554534+0i,0.986201394945095+0i,0.317056627231171+0i,0.994940006333968+0i,0.317055008016938+0i,1.31199476356173+0i,0.650194879098772+0i
111.111999113093+0i,55.1082011957156+0i,55.9848920764146+0i,42.2250427688294+0i,56.0052088587174+0i,42.2250052756805+0i,98.2302114134563+0i,12.8830682228784+0i
51.922927220308+0i,25.9614636101335+0i,25.9614636101685+0i,15.5481981554105+0i,25.9540228954041+0i,15.5481981554105+0i,41.5022209954964+0i,10.413265454723+0i
1.98574381212867+0i,0.99287190606009+0i,0.99287190606493+0i,0.397958456772802+0i,0.990304846680956+0i,0.397958456772791+0i,1.38826369507501+0i,0.594913449287267+0i
71.373318408959+0i,35.3992461631112+0i,35.9694476895913+0i,23.5202072797849+0i,36.0031240541425+0i,23.5202320760409+0i,59.5233346971158+0i,11.8789956054244+0i
101.148908121185+0i,50.1616876613909+0i,50.9816775147003+0i,37.5678672442804+0i,51.005829140403+0i,37.5679100296815+0i,88.5737240835663+0i,12.5937521527267+0i
11.8031328568338+0i,5.8494773503213+0i,5.95281762908177+0i,2.33767345747498+0i,5.99730957741923+0i,2.33767389087896+0i,8.33498045930522+0i,3.51179721859416+0i
81.3145062602091+0i,40.3309136240951+0i,40.9758169682989+0i,28.2030809235034+0i,41.0035350980861+0i,28.2030622404404+0i,69.2065892178559+0i,12.127795687578+0i
51.9663759056867+0i,25.9831840625779+0i,25.9831916717906+0i,18.0445232615292+0i,25.9967658430843+0i,18.0445232551634+0i,44.041289120689+0i,7.93866081085449+0i
41.9595103783707+0i,20.9797522861957+0i,20.9797579911267+0i,13.6111978137099+0i,20.9947283587433+0i,13.6111978220899+0i,34.6059262110236+0i,7.36855445336843+0i
51.5571242345297+0i,25.5653554715003+0i,25.9881078298049+0i,18.567059614638+0i,26.002565262103+0i,18.5670746483177+0i,44.5696332051169+0i,6.99826031208935+0i
48.2124409847862+0i,22.2717325077698+0i,25.9244544950857+0i,13.643589969286+0i,25.9393113957449+0i,13.6436905334143+0i,39.5830860914094+0i,8.62783318808412+0i
21.9894882379326+0i,10.9947421399546+0i,10.9947455180024+0i,7.91540797804741+0i,10.9926239150533+0i,7.91540797738103+0i,18.9080318830432+0i,3.07933415701637+0i
94.6576750762893+0i,43.726350717646+0i,50.9037542440202+0i,30.9723901592039+0i,50.8830903928376+0i,30.973298582246+0i,81.8567336490901+0i,12.7525123785251+0i
41.6578374226585+0i,20.6575884320547+0i,20.9931765787699+0i,15.5361303044343+0i,21.0016526778839+0i,15.5361448781957+0i,36.5377821330165+0i,5.12140889889494+0i
81.3906396737857+0i,40.3424052447836+0i,41.000133853492+0i,36.3897129982607+0i,41.0046096328813+0i,36.3897448445561+0i,77.3943285690947+0i,3.95239150708332+0i
94.7021842311503+0i,43.7435307843546+0i,50.9202222301513+0i,33.1405477737228+0i,50.8822437091058+0i,33.1417455552695+0i,84.0243607548196+0i,10.6011802954505+0i
-9.77854592955776e-26+0i,-2.22609940760467e-26+0i,-7.61343556406014e-26+0i,-2.44850379587114e-27+0i,-8.43073832081478e-24+0i,-2.86343123240675e-27+0i,3.02773531054926e-25+0i,-2.19924544419919e-26+0i
81.9804405692048+0i,40.9902202846023+0i,40.990220284603+0i,32.2036994184729+0i,40.9744331534732+0i,32.2036994184729+0i,73.1781324859701+0i,8.78652086612952+0i
81.9694476201912+0i,40.9847170479443+0i,40.984730053196+0i,30.6371607526831+0i,40.9955719348341+0i,30.6371607368664+0i,71.6327326547199+0i,10.3475563091631+0i
21.8018692140105+0i,10.8094277283912+0i,10.9903451260707+0i,7.1271412830326+0i,11.0005487197066+0i,7.12714042326644+0i,18.1276878436755+0i,3.68227228678866+0i
71.8717214003489+0i,35.9358553615738+0i,35.9358658441914+0i,20.9323056542167+0i,35.9905819176462+0i,20.9323056539459+0i,56.9228875866092+0i,15.003549705588+0i
11.990539289149+0i,5.99526964457082+0i,5.99526964457431+0i,3.99810678356469+0i,5.98281236049521+0i,3.99810678356468+0i,9.98091852821837+0i,1.99716286100612+0i
101.986100166505+0i,50.9930411499031+0i,50.9930577304489+0i,42.273436392577+0i,50.9962722072156+0i,42.2734363883071+0i,93.2697085953251+0i,8.71960475277358+0i
11.9064696533908+0i,5.90147949354191+0i,5.99862358075332+0i,4.59380152529743+0i,5.99998922325794+0i,4.59379337344343+0i,10.5937776822996+0i,1.307647408995+0i
-2.58005972538516e-11+0i,-7.58184018026922e-13+0i,-2.14364208465639e-11+0i,-7.69428472896634e-14+0i,-1.81683602099294e-11+0i,-3.24565521832069e-13+0i,-1.24082348969778e-11+0i,-2.92136123266813e-12+0i
71.9949346942831+0i,35.9974673471272+0i,35.9974673471306+0i,31.3166749323447+0i,35.9787025148588+0i,31.3166749323447+0i,67.2953771459068+0i,4.68079241478239+0i
31.8855287504704+0i,15.942761739761+0i,15.9427669090338+0i,7.94779382609114+0i,15.9903537679114+0i,7.94779382717319+0i,23.9381491646859+0i,7.99496791325884+0i
66.7381614620382+0i,30.7834208883648+0i,35.9340812126346+0i,22.8305408233555+0i,35.9038164784453+0i,22.8313078262644+0i,58.7353928842033+0i,7.95172073534836+0i
81.8630297389144+0i,40.9315148693364+0i,40.9315148695568+0i,24.1547108008757+0i,40.9420011137559+0i,24.1547108008761+0i,65.0967130940324+0i,16.7768040684596+0i
101.165966509146+0i,50.1762173710702+0i,50.9799410920428+0i,36.9799991271836+0i,51.0051612995381+0i,36.9800331132143+0i,87.9851277223533+0i,13.1961795118511+0i
111.908590335267+0i,55.9542876004147+0i,55.9543025452368+0i,37.5851186215724+0i,55.9933092657244+0i,37.5851186242313+0i,93.5784279516549+0i,18.3691689695303+0i
31.9192959546982+0i,15.9596479773451+0i,15.9596479773515+0i,8.53254569006758+0i,15.9562756744359+0i,8.53254569006757+0i,24.4888213440347+0i,7.42710228727749+0i
7.56731609278245e-15+0i,1.66369000971173e-15+0i,5.6720909153451e-15+0i,6.28318027216234e-16+0i,5.62637736018579e-15+0i,2.19237276077687e-16+0i,6.93642336451076e-15+0i,6.6779035517811e-16+0i
71.9743629864288+0i,35.9871814931802+0i,35.987181493238+0i,26.9945044378542+0i,35.9694021765665+0i,26.9945044378532+0i,62.963906632697+0i,8.99267705532759+0i
101.933775538084+0i,50.96687973754+0i,50.9668951355173+0i,35.2705703987063+0i,50.9909289649007+0i,35.2705703996503+0i,86.2614993714767+0i,15.6963093417375+0i
71.9801054646737+0i,35.990047513579+0i,35.9900574628952+0i,27.8233599838624+0i,35.9949886907871+0i,27.8233599915128+0i,63.8183486625213+0i,8.16668751828284+0i
21.986092460892+0i,10.9930462304448+0i,10.9930462304472+0i,7.6164750814144+0i,10.9858596133019+0i,7.61647508141437+0i,18.6023346211949+0i,3.37657114903041+0i
51.9297963364329+0i,25.9648981681227+0i,25.9648981682786+0i,15.8366017020921+0i,25.9573436639746+0i,15.836601702089+0i,41.7939457833003+0i,10.1282964660342+0i
111.917577168276+0i,55.95878858411+0i,55.9587885841572+0i,38.0916751556556+0i,55.9558900894045+0i,38.0916751556556+0i,94.0475652334179+0i,17.8671134284543+0i
20.4962273445744+0i,9.45049743167644+0i,10.9846692402641+0i,7.26550416434265+0i,10.9757735953276+0i,7.26547675771438+0i,18.241276536055+0i,2.18462592501249+0i
41.9971096942545+0i,20.9985548471285+0i,20.9985548471273+0i,18.2941592690752+0i,20.9878327377353+0i,18.2941592690752+0i,39.2819918482746+0i,2.7043955780535+0i
11.7893450934785+0i,5.8422145415142+0i,5.94631565553022+0i,2.24748521239325+0i,5.99661659975696+0i,2.24748298202887+0i,8.24408537171266+0i,3.59473688723401+0i
104.38131976112+0i,47.97029591254+0i,55.936894015809+0i,46.0448705880845+0i,55.8586777835836+0i,46.0434007767687+0i,101.9019614808+0i,1.9250968371987+0i
1.68284709325048e-19+0i,5.78413949557951e-21+0i,1.62689995976347e-19+0i,1.29716631506255e-21+0i,1.65164870948194e-19+0i,4.94218266556065e-21+0i,1.48862321183895e-19+0i,1.63444111923309e-20+0i
11.9927473668213+0i,5.99637368338418+0i,5.99637368341396+0i,4.17140603503486+0i,5.98518821132348+0i,4.17140603503458+0i,10.1565958633987+0i,1.82496764834916+0i
