0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0.193078593318519+0i,0.193078761616067+0i,0.193078761616067+0i,0.0961116866590574+0i,0.0969670520697752+0i,0.048101413245102+0i,0.0480103034828396+0i,0.048095947862282+0i,0.0480975437415818+0i
0.468783493997893+0i,0.468760557367943+0i,0.468767977333633+0i,0.248582604438939+0i,0.220197494898893+0i,0.111710231910688+0i,0.136871487308985+0i,0.111709072709737+0i,0.111702211204185+0i
0.0716046252386922+0i,0.0716038947322488+0i,0.0716038947322488+0i,0.0344088614426357+0i,0.0371949188028022+0i,0.0180036700777522+0i,0.0164051901048629+0i,0.0164054519096615+0i,0.0164061669273121+0i
0.297285629219704+0i,0.297283688867074+0i,0.297283688867074+0i,0.148009374381855+0i,0.149274374118754+0i,0.0740525712079626+0i,0.0739568155976138+0i,0.0739846851134426+0i,0.0739857018764386+0i
0.420887062277192+0i,0.420887265070936+0i,0.420887265070937+0i,0.20956946640422+0i,0.211317796949029+0i,0.104830385362432+0i,0.104739096328545+0i,0.10482864889081+0i,0.104829022591536+0i
-5.3975551569033e-32+0i,-5.63874512327602e-32+0i,-6.19538541428453e-32+0i,-3.49851854747679e-32+0i,-2.80327238169874e-32+0i,-1.55425401046831e-32+0i,-1.98698682680462e-32+0i,-1.60887513299875e-32+0i,-1.69149550030661e-32+0i
0.0827768009687133+0i,0.0827697169132573+0i,0.0909396769897215+0i,0.0481131008678533+0i,0.0428277004936425+0i,0.0222150629689253+0i,0.0258973175380333+0i,0.0222146917528242+0i,0.0222124427234529+0i
0.448244985961779+0i,0.448175803032188+0i,0.448182920688052+0i,0.210712867123916+0i,0.237485732653419+0i,0.114427453439814+0i,0.0962851916008566+0i,0.0962843649225631+0i,0.096263143022766+0i
1.29063724907923e-15+5.42830641494106e-28i,2.09951136514221e-15+6.98479621979311e-29i,2.28510767058442e-15+7.6022495932842e-29i,1.0965629697563e-15+4.12457400409262e-31i,1.93342861395698e-15+7.27233147556342e-31i,8.69772904005866e-16-1.04862788401435e-29i,5.61881770700746e-16-6.7742383047633e-30i,4.31574108110181e-15+1.1505868933158e-30i,4.57053778818762e-15+1.66115204130717e-28i
-4.98827130411502e-45+0i,-8.75816933134088e-46+0i,-9.53239234716591e-46+0i,6.09416759168147e-46+0i,4.98163233022684e-46+0i,-3.20892072577224e-46+0i,-4.03226464888074e-46+0i,-1.65570901789116e-45+0i,-4.84198906770897e-46+0i
0.248050422600785+0i,0.248050294323345+0i,0.248050294323345+0i,0.0923094165203509+0i,0.155740870371559+0i,0.0634082309168901+0i,0.0289011874570686+0i,0.0289011900029831+0i,0.0289011583950529+0i
0.388595121210483+0i,0.388594941115656+0i,0.388594941115656+0i,0.173449023735705+0i,0.215145882231554+0i,0.0995037960940729+0i,0.0739452382327188+0i,0.0739451798034741+0i,0.0739452518902009+0i
0.191481649000004+0i,0.191443482628452+0i,0.192202856401729+0i,0.0856500304595368+0i,0.106586900859857+0i,0.0467704233751354+0i,0.0388777785098708+0i,0.0388753980014844+0i,0.0388635258953299+0i
0.142606294814107+0i,0.1425977906374+0i,0.142698952464389+0i,0.0706685547185597+0i,0.0720362821441091+0i,0.0353764107868093+0i,0.0352913389895662+0i,0.0353751718163213+0i,0.0353726014094454+0i
0.148582029667409+0i,0.148560942398098+0i,0.148563297085528+0i,0.0672474220729084+0i,0.0813290414738199+0i,0.03835517062616+0i,0.0288917767030605+0i,0.0288914960222584+0i,0.0288849396848929+0i
0.352730563326357+0i,0.35273070474656+0i,0.352730704746561+0i,0.180474176313336+0i,0.172256556394342+0i,0.0868395106472235+0i,0.0936346801215916+0i,0.0868396515507407+0i,0.0868400450736606+0i
0.49990394149712+0i,0.499903413378594+0i,0.499903413378594+0i,0.1971575021958+0i,0.302745919696879+0i,0.133705000687505+0i,0.0634525055982085+0i,0.0634525083317672+0i,0.0634523504348574+0i
0.148998036428207+0i,0.148981610244616+0i,0.14898397253086+0i,0.0647424906960844+0i,0.0842536900786223+0i,0.0389085755575454+0i,0.0258335988017782+0i,0.0258333103938431+0i,0.0258282045411437+0i
0.400711192852421+0i,0.400711042726951+0i,0.400711042726951+0i,0.163776087560538+0i,0.236934905437665+0i,0.104713341401076+0i,0.0590627790620648+0i,0.0590627190961882+0i,0.0590627666135213+0i
0.240456438014347+0i,0.240407135512803+0i,0.240843334575785+0i,0.111238007650609+0i,0.129647441972983+0i,0.0579947988021152+0i,0.0532418824234168+0i,0.0532391587300178+0i,0.0532252431097757+0i
0.200355134647794+0i,0.200318288669832+0i,0.209030689650725+0i,0.0926658132843715+0i,0.11638515494507+0i,0.0505325765342049+0i,0.0421326972270984+0i,0.0421325704152528+0i,0.0421194192393732+0i
0.0177118824280906+0i,0.0177075001992946+0i,0.0194469904092357+0i,0.00760340489938956+0i,0.0118427821480837+0i,0.00469813860251795+0i,0.00290457785924636+0i,0.00290423238757705+0i,0.00290284508330472+0i
