0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0.432962159321915+0i,0.226492025701925+0i,0.20647013950605+0i,0.206470139865101+0i,0.217330246140559+0i,0.215631915197149+0i,0.112379641811874+0i,0.112379694267899+0i,0.103252220738243+0i,0.103252220368976+0i,0.112379830686291+0i
0.975543132851259+0i,0.515988924172712+0i,0.45948186795151+0i,0.459013554140397+0i,0.489207219708596+0i,0.48539389482063+0i,0.253480554011425+0i,0.253487664015265+0i,0.231899631226604+0i,0.231866877431856+0i,0.253456902212117+0i
0.176551201816741+0i,0.0923578077978151+0i,0.0841933995499678+0i,0.0841934056280905+0i,0.0886218770635039+0i,0.0879293398136019+0i,0.0458258533697662+0i,0.0458256481844089+0i,0.0421036918376668+0i,0.0421036921091273+0i,0.0458259255704191+0i
0.58040235063644+0i,0.303614291779977+0i,0.276774860582138+0i,0.275891150230425+0i,0.290856348254808+0i,0.288583446097787+0i,0.150398818152946+0i,0.150399180632682+0i,0.138183768367306+0i,0.138180001748721+0i,0.150394718003701+0i
0.841862998857888+0i,0.440396697364205+0i,0.401465617029278+0i,0.401439586008791+0i,0.422567281520078+0i,0.419265122324022+0i,0.218506086353076+0i,0.218506063258932+0i,0.200759009744559+0i,0.20075881704714+0i,0.21850590736419+0i
0.00169698085372706+0i,6.44681014317638e-05+0i,0.00164165861208535+0i,0.00165080161890034+0i,0.000815938319006193+0i,0.000903847746885073+0i,0.000503626859148161+0i,0.000473272633215264+0i,0.000432959555506752+0i,0.000435701284493324+0i,0.000506737210507498+0i
0.286759885911015+0i,0.151676611310687+0i,0.135064791937788+0i,0.135025607366264+0i,0.14388487802242+0i,0.142763305001053+0i,0.0745508505705475+0i,0.0745534911885076+0i,0.0682039929065502+0i,0.0681960625569552+0i,0.0745445775224198+0i
0.86015851191101+0i,0.454810174290247+0i,0.404996366777158+0i,0.400966874034745+0i,0.429085427669352+0i,0.425740728009984+0i,0.222329095837049+0i,0.222337499066416+0i,0.203401289114436+0i,0.203251054100781+0i,0.222218321715236+0i
2.29690994594446e-20+9.25936840558768e-14i,4.51399940651517e-26+3.95933848192616e-31i,9.89538497859398e-20-6.16992799493319e-15i,-6.72348329718951e-17-1.8691168898438e-14i,-6.18429245296029e-17-7.23853701026452e-15i,-6.73098243551283e-17-7.87842196074238e-15i,1.9053603830806e-19+2.15030751603539e-14i,-6.73722985416686e-17-2.18038576321739e-15i,-6.19003245688688e-17-2.00329496469566e-15i,-7.23844398488854e-17-1.42276244749381e-15i,2.14353040507552e-19-1.07207725476453e-14i
1.60041901313912e-09+0i,1.18988797489341e-15+0i,1.63853075093925e-09+0i,1.67755515124346e-09+0i,8.1232172584288e-10+0i,8.841312854477e-10+0i,6.75664062515197e-10+0i,4.65968342845597e-10+0i,4.28122398948986e-10+0i,4.36198399029336e-10+0i,6.88407756756655e-10+0i
0.566974431592634+0i,0.29659678717905+0i,0.270377623204119+0i,0.270377122407988+0i,0.28459891191298+0i,0.282374908882872+0i,0.147163848923428+0i,0.147163771659409+0i,0.135211136160649+0i,0.135211131544105+0i,0.147163868852608+0i
0.889848974414618+0i,0.465499568725516+0i,0.424349404169831+0i,0.424349399503204+0i,0.44666973340941+0i,0.443179225163581+0i,0.230969277722414+0i,0.230969269550078+0i,0.212209955366275+0i,0.212209954733917+0i,0.230969338171909+0i
0.401709029973438+0i,0.230801031168477+0i,0.170819790206841+0i,0.170313083734214+0i,0.20069281017935+0i,0.200173375352597+0i,0.107185415700499+0i,0.107183649134122+0i,0.0929797067500986+0i,0.0929232644727866+0i,0.107156949351197+0i
0.333058653863175+0i,0.176158683882315+0i,0.156873473018103+0i,0.156782787078046+0i,0.167064974580559+0i,0.165762736809596+0i,0.0865587028268641+0i,0.0865642803418447+0i,0.079193132278599+0i,0.0791813863553922+0i,0.0865503425677785+0i
0.294029658368142+0i,0.155458248529881+0i,0.138434431529655+0i,0.136961860189669+0i,0.146495947642675+0i,0.145354027457998+0i,0.0758972638319702+0i,0.0759061423460315+0i,0.0694417890338963+0i,0.0693856667068428+0i,0.0758540728690963+0i
0.77809916177385+0i,0.407040777176259+0i,0.371058384931765+0i,0.371058382570803+0i,0.390575656137107+0i,0.387523495970067+0i,0.201963377826798+0i,0.201963480142023+0i,0.185560015551145+0i,0.18556001493851+0i,0.201963563307236+0i
0.970045712652919+0i,0.507445335346541+0i,0.462587288365776+0i,0.460871146560931+0i,0.486043850936683+0i,0.482245652534517+0i,0.251328903095831+0i,0.251329249067633+0i,0.230916302808261+0i,0.230912548492892+0i,0.251324908920543+0i
0.295252621002458+0i,0.156107084299532+0i,0.139011688012624+0i,0.137524587063975+0i,0.147124155743168+0i,0.145977337257436+0i,0.0762232587123924+0i,0.0762320503224419+0i,0.0697398575774556+0i,0.0696844706699269+0i,0.0761809969171043+0i
0.847308979812274+0i,0.443245938029451+0i,0.40406298509251+0i,0.404060604334349+0i,0.42531493122929+0i,0.421991300476345+0i,0.219926874450654+0i,0.219926874402936+0i,0.202064422676285+0i,0.202064406732402+0i,0.21992692408829+0i
0.482307754706063+0i,0.277109893187036+0i,0.205093683347623+0i,0.204476942918944+0i,0.240956847547553+0i,0.240333199117575+0i,0.128687103471408+0i,0.128689043372955+0i,0.111635144449389+0i,0.111567790619415+0i,0.128654188065596+0i
0.466871109025802+0i,0.268255453250186+0i,0.198540655334329+0i,0.198147640480827+0i,0.233401358493123+0i,0.23279726944681+0i,0.124659013231604+0i,0.124651669711057+0i,0.108133013451056+0i,0.108085337931242+0i,0.124632563111053+0i
0.00546776908263264+0i,0.000808161741016248+0i,0.0046897655965116+0i,0.00471993039073823+0i,0.0026412559485412+0i,0.00290428796238268+0i,0.000582212439702685+0i,0.0015212945430217+0i,0.00139171025135754+0i,0.00141699743198287+0i,0.000592550380966752+0i
0.654909134133089+0i,0.342597368150599+0i,0.312311767726203+0i,0.312311766170942+0i,0.328739032670116+0i,0.326170095868247+0i,0.169988223245377+0i,0.169988267503538+0i,0.156181828061856+0i,0.156181827524406+0i,0.169988373511669+0i
0.318166156202166+0i,0.166439680786488+0i,0.151726452582143+0i,0.151726448903245+0i,0.159707079681161+0i,0.158459045838761+0i,0.0825833894800445+0i,0.0825832250257202+0i,0.0758758205328911+0i,0.0758758203843325+0i,0.0825834040684823+0i
0.55932926330175+0i,0.292597388183547+0i,0.266731848643956+0i,0.266731844028051+0i,0.280761622083603+0i,0.27856760534554+0i,0.145179654453887+0i,0.145179539183876+0i,0.133388065878183+0i,0.133388065680308+0i,0.145179656817736+0i
1.15556113471631e-09+0i,5.17033623936259e-16+0i,1.35347065146656e-09+0i,1.5852652955338e-09+0i,8.16227366532619e-10+0i,8.8838215800993e-10+0i,1.06192580026578e-09+0i,4.97847700513976e-10+0i,4.57412517764878e-10+0i,4.84308279783874e-10+0i,1.12437384530786e-09+0i
0.00169180468256858+0i,0.00072154991009043+0i,0.00102836888504123+0i,0.00108253155370901+0i,0.000854105501002952+0i,0.000996029235353148+0i,0.000644299401770612+0i,0.000545750061848597+0i,0.00047343263366758+0i,0.000486542694885202+0i,0.000662603100654233+0i
0.923011850925384+0i,0.488177554197174+0i,0.434711189573885+0i,0.433371701663239+0i,0.462247507140087+0i,0.45864431654906+0i,0.239510618676114+0i,0.239518543649628+0i,0.219119376384735+0i,0.219066036787736+0i,0.239471049719585+0i
0.440102037485695+0i,0.252873268016837+0i,0.187156314790795+0i,0.18682216220265+0i,0.220033051955704+0i,0.219463568845453+0i,0.11751644885756+0i,0.117510875465036+0i,0.101938733029829+0i,0.101892857034413+0i,0.117492612564111+0i
0.724088031722599+0i,0.382995458769496+0i,0.34106328358505+0i,0.340967971296784+0i,0.363335936327977+0i,0.36050379697171+0i,0.188259227774098+0i,0.188264588071591+0i,0.172232907015047+0i,0.172218981375795+0i,0.188249173429774+0i
0.292064304065291+0i,0.152785243899117+0i,0.139279064668769+0i,0.139279067772023+0i,0.146604980730442+0i,0.145459333475597+0i,0.0758082003823108+0i,0.0758082370774711+0i,0.0696510966920172+0i,0.0696510969490503+0i,0.0758083480925677+0i
0.891645929135054+0i,0.466439593826597+0i,0.42520632815381+0i,0.425206309380726+0i,0.447571718311141+0i,0.444074161497452+0i,0.231435718196179+0i,0.2314356784628+0i,0.212638482445186+0i,0.212638480990558+0i,0.231435776305287+0i
0.969259134448407+0i,0.50704076975727+0i,0.462218362737353+0i,0.462218355339565+0i,0.48653055609869+0i,0.482728554774477+0i,0.251580975944392+0i,0.251580975200214+0i,0.231147579162543+0i,0.231147578225182+0i,0.251581052965927+0i
0.0904446216507058+0i,0.0519838365486674+0i,0.0385129258837048+0i,0.0381784604420906+0i,0.0450110233271873+0i,0.0449909651544947+0i,0.0320054983976411+0i,0.0240861492093377+0i,0.0208940769819818+0i,0.0208679301326241+0i,0.0320209042205632+0i
