0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0.175977943054537+0i,5.49527115117602e-09+0i,0.175977940470174+0i,0.17597794047126+0i,0.084264474230661+0i,0.0917134714867062+0i,0.0477977508576979+0i,0.0477978038199845+0i,0.0439156675865596+0i,0.0439156672311922+0i,0.0477978961152171+0i
0.422953033657888+0i,0.00227279063600681+0i,0.420658982616932+0i,0.420554940365159+0i,0.200418280301069+0i,0.222403717979585+0i,0.116145466383507+0i,0.116146656243126+0i,0.106255774770839+0i,0.106243807110626+0i,0.116138006644974+0i
0.0681013145946265+0i,-3.1553410867905e-23+0i,0.0681012724573346+0i,0.0681012628909041+0i,0.0326093037516505+0i,0.0354919584492302+0i,0.0184973125263212+0i,0.0184971477465327+0i,0.0169948105362702+0i,0.0169948107238872+0i,0.0184973118293057+0i
0.270956720549478+0i,-2.15767714584632e-17+0i,0.270954669821471+0i,0.270908221840322+0i,0.129720419210134+0i,0.14118767342249+0i,0.0735819122403455+0i,0.0735819817090722+0i,0.0676056576486714+0i,0.0676050679470565+0i,0.0735813816396438+0i
0.383585920751244+0i,1.20511133865535e-08+0i,0.383585905217582+0i,0.383585887582719+0i,0.183674516296868+0i,0.199911382715753+0i,0.104186663691769+0i,0.104186712160064+0i,0.0957246704138626+0i,0.0957246688108921+0i,0.104186771862576+0i
2.3981968144193e-07+0i,1.30029813351622e-09+0i,2.399703555116e-07+0i,2.41446789642049e-07+0i,1.15396427869871e-07+0i,1.28058243571195e-07+0i,7.26050841980728e-08+0i,6.70697498296315e-08+0i,6.13574902112183e-08+0i,6.17870976444786e-08+0i,7.30654742988796e-08+0i
0.010500222823508+0i,5.696807668353e-05+0i,0.0104794123772663+0i,0.0105167736123482+0i,0.00502003561141826+0i,0.00557100902535986+0i,0.00177483125871771+0i,0.00291392828385624+0i,0.00266571804973631+0i,0.00268464693268212+0i,0.00178817384260655+0i
0.402704432754668+0i,0.00216790413056553+0i,0.400396200715223+0i,0.397986841825961+0i,0.189670006221614+0i,0.210480098850783+0i,0.109918616759701+0i,0.109920183127816+0i,0.100558702519975+0i,0.100493605580329+0i,0.109873915880382+0i
4.22120012816077e-21+1.35349496509715e-12i,1.84361867873722e-38-2.18090837257063e-31i,1.81878105596489e-20-2.15152671133901e-13i,2.55196526057953e-17-1.28827115675192e-13i,2.34343118667584e-17-1.00260915523719e-14i,2.55058994634068e-17-1.09123956615281e-14i,3.50111126329307e-20+1.06985810835093e-13i,2.54946970856275e-17+1.51851446002113e-14i,2.34240193454182e-17+1.39518080832129e-14i,2.738472938773e-17+1.8680497036864e-14i,3.93873099691433e-20-4.26590381493001e-13i
2.80253371666046e-12+0i,1.03289773854092e-19+0i,2.86928945049523e-12+0i,2.93764956240314e-12+0i,1.42250172574101e-12+0i,1.54825125572634e-12+0i,1.18317481179867e-12+0i,8.15985544676271e-13+0i,7.49711218830319e-13+0i,7.63855111305852e-13+0i,1.20549462372453e-12+0i
0.258180722513952+0i,7.94636161792418e-09+0i,0.258180711690352+0i,0.258180707085249+0i,0.123626072219724+0i,0.13455464258977+0i,0.0701251107444392+0i,0.0701251005764284+0i,0.0644295419777156+0i,0.0644295414111249+0i,0.0701251496610093+0i
0.384059659615005+0i,1.05647612388674e-08+0i,0.384059649836443+0i,0.384059649373222+0i,0.183901373521868+0i,0.200158286078284+0i,0.104315249672891+0i,0.104315389267714+0i,0.0958428967538269+0i,0.0958428963991508+0i,0.104315424583367+0i
0.164852054066673+0i,0.0135232630826738+0i,0.151321317827959+0i,0.151156452318539+0i,0.0730041995579296+0i,0.0916701552370962+0i,0.0490932174722307+0i,0.0490872057202264+0i,0.0425824165775597+0i,0.0425659359793713+0i,0.0490899119758358+0i
0.12768680809979+0i,0.000688867692934625+0i,0.126990080923905+0i,0.126970067493699+0i,0.060507896588605+0i,0.0671477250461703+0i,0.0350666781665185+0i,0.0350667762235508+0i,0.0320800364246082+0i,0.032075981107731+0i,0.0350641245816714+0i
