"","id","name"
"1146","b0954","fabA"
"1147","b2034","wbbI"
"1148","b1288","fabI"
"1149","b2037","wzxB"
"1150","b2175","mepS"
"1151","b0175","cdsA"
"1152","b0089","ftsW"
"1153","b3918","cdh"
"1154","b3396","mrcA"
"1155","b0356","frmA"
"1156","b2519","pbpC"
"1157","b1912","pgsA"
"1158","b2240","glpT"
"1159","b1069","murJ"
"1160","b2585","pssA"
"1161","b0875","aqpZ"
"1162","b1093","fabG"
"1163","b0353","mhpT"
"1164","b1661","cfa"
"1165","b2309","hisJ"
"1166","b0325","yahK"
"1167","b3208","mtgA"
"1168","b1006","rutG"
"1169","b0149","mrcB"
"1170","b2092","gatC"
"1171","b2093","gatB"
"1172","b0635","mrdA"
"1173","b2094","gatA"
"1174","b2497","uraA"
"1175","b3093","exuT"
"1176","b0084","ftsI"
"1177","b1488","ddpX"
"1178","b0925","ldtD"
"1179","b3415","gntT"
"1180","b4476","gntU"
"1181","b3541","dppD"
"1182","b1621","malX"
"1183","b1678","ldtE"
"1184","b0355","frmB"
"1185","b3543","dppB"
"1186","b2154","yeiG"
"1187","b2021","hisC"
"1188","b3540","dppF"
"1189","b1487","ddpA"
"1190","b3544","dppA"
"1191","b0166","dapD"
"1192","b2893","dsbC"
"1193","b1486","ddpB"
"1194","b1483","ddpF"
"1195","b0604","dsbG"
"1196","b1484","ddpD"
"1197","b3930","menA"
"1198","b1519","tam"
"1199","b1485","ddpC"
"1200","b3437","gntK"
"1201","b3994","thiC"
"1202","b3542","dppC"
"1203","b4268","idnK"
"1204","b1710","btuE"
"1205","b0832","gsiD"
"1206","b2480","bcp"
"1207","b0831","gsiC"
"1208","b2174","lpxT"
"1209","b0829","gsiA"
"1210","b0429","cyoD"
"1211","b0830","gsiB"
"1212","b0432","cyoA"
"1213","b0826","moeB"
"1214","b0789","clsB"
"1215","b0781","moaA"
"1216","b0783","moaC"
"1217","b0431","cyoB"
"1218","b0430","cyoC"
"1219","b1249","clsA"
"1220","b4041","plsB"
"1221","b0657","lnt"
"1222","b0180","fabZ"
"1223","b0630","lipB"
"1224","b1677","lpp"
"1225","b0628","lipA"
"1226","b2413","cysZ"
"1227","b0418","pgpA"
"1228","b4386","lplA"
"1229","b0508","hyi"
"1230","b1385","feaB"
"1231","b0613","citG"
"1232","b2917","scpA"
"1233","b3018","plsC"
"1234","b1301","puuB"
"1235","b4042","dgkA"
"1236","b3572","avtA"
"1237","b0805","fiu"
"1238","b4129","lysU"
"1239","b4160","psd"
"1240","b2155","cirA"
"1241","b0723","sdhA"
"1242","b0722","sdhD"
"1243","b0724","sdhB"
"1244","b0721","sdhC"
"1245","b3722","bglF"
"1246","b0681","chiP"
"1247","b1473","yddG"
"1248","b0576","pheP"
"1249","b0494","tesA"
"1250","b0594","entE"
"1251","b1276","acnA"
"1252","b3882","yihU"
"1253","b0376","ampH"
"1254","b1600","mdtJ"
"1255","b0118","acnB"
"1256","b3447","ggt"
"1257","b1599","mdtI"
"1258","b0632","dacA"
"1259","b2660","lhgO"
"1260","b1990","ldtA"
"1261","b0839","dacC"
"1262","b1113","ldtC"
"1263","b4167","nnr"
"1264","b2010","dacD"
"1265","b2670","alaE"
"1266","b0819","ldtB"
"1267","b2430","yfeW"
"1268","b2813","mltA"
"1269","b3182","dacB"
"1270","b0211","mltD"
"1271","b1097","yceG"
"1272","b3070","yqjH"
"1273","b3833","ubiE"
"1274","b1193","emtA"
"1275","b0514","glxK"
"1276","b2701","mltB"
"1277","b0269","yagF"
"1278","b4297","yjhG"
"1279","b4298","yjhH"
"1280","b0268","yagE"
"1281","b3715","yieH"
"1282","b0516","allC"
"1283","b0515","allE"
"1284","b1617","uidA"
"1285","b1695","ydiO"
"1286","b1771","ydjG"
"1287","b2907","ubiH"
"1288","b0543","emrE"
"1289","b1601","tqsA"
"1290","b0624","flc"
"1291","b3880","yihS"
"1292","b3881","yihT"
"1293","b3877","yihP"
"1294","b3876","yihO"
"1295","b1511","lsrK"
"1296","b2371","yfdE"
"1297","b2989","yghU"
"1298","b2302","yfcG"
"1299","b1619","hdhA"
"1300","b4337","mdtM"
"1301","b1338","abgA"
"1302","b1337","abgB"
"1303","b1336","abgT"
"1304","b2873","hyuA"
"1305","b1430","tehB"
"1306","b1396","paaI"
"1307","b3943","yijE"
"1308","b0578","nfsB"
"1309","b3253","acuI"
"1310","b1022","pgaC"
"1311","b1021","pgaD"
"1312","b1733","chbG"
"1313","b4266","idnO"
"1314","b3493","pitA"
"1315","b2987","pitB"
"1316","b0401","brnQ"
"1317","b4141","yjeH"
"1318","b1798","leuE"
"1319","b3662","nepI"
"1320","b1592","clcB"
"1321","b2842","kduD"
"1322","b4020","yjbB"
"1323","b1985","yeeO"
"1324","b1516","lsrB"
"1325","b1513","lsrA"
"1326","b1514","lsrC"
"1327","b1515","lsrD"
"1328","b1518","lsrG"
"1329","b3240","aaeB"
"1330","b3241","aaeA"
"1331","b1449","curA"
"1332","b2245","rhmA"
"1333","b1448","mnaT"
"1334","b3656","yicI"
"1335","b3883","yihV"
"1336","b3966","btuB"
"1337","b4098","phnJ"
"1338","b3488","yhiJ"
"1339","b1813","nudL"
"1340","b2166","psuK"
"1341","b1103","hinT"
"1342","b4100","phnH"
"1343","b4101","phnG"
"1344","b4096","phnL"
"1345","b4099","phnI"
"1346","b4095","phnM"
"1347","b4092","phnP"
"1348","b2047","wcaJ"
"1349","b4106","phnC"
"1350","b4104","phnE"
"1351","b4105","phnD"
"1352","b0662","ubiF"
"1353","b2906","ubiI"
"1354","b1400","paaY"
"1355","b2683","ygaH"
"1356","b2682","ygaZ"
"1357","b1821","mntP"
"1358","b2164","psuT"
"1359","b1616","uidB"
"1360","b1517","lsrF"
"1361","b0577","ybdG"
"1362","b0465","mscK"
"1363","b3291","mscL"
"1364","b4159","mscM"
"1365","b2924","mscS"
"1366","b1330","ynaI"
"1367","b0808","ybiO"
"1368","b2247","rhmD"
"1369","b0597","entH"
"1370","b1870","cmoA"
"1371","b3116","tdcC"
"1372","b2796","sdaC"
"1373","b4093","phnO"
"1374","b3878","yihQ"
"1375","b1206","dauA"
"1376","b4392","slt"
"1377","b2963","mltC"
"1378","b2558","mltF"
"1379","b3546","eptB"
"1380","b1655","mepH"
"1381","b2328","mepA"
"1382","b2134","pbpG"
"1383","b1856","mepM"
"1384","b1185","dsbB"
"1385","b3860","dsbA"
"1386","b4136","dsbD"
"1387","b0606","ahpF"
"1388","b0605","ahpC"
"1389","b0221","fadE"
"1390","b2285","nuoE"
"1391","b2286","nuoC"
"1392","b2288","nuoA"
"1393","b2283","nuoG"
"1394","b2279","nuoK"
"1395","b2278","nuoL"
"1396","b2276","nuoN"
"1397","b2284","nuoF"
"1398","b2282","nuoH"
"1399","b2281","nuoI"
"1400","b2277","nuoM"
"1401","b2287","nuoB"
"1402","b2280","nuoJ"
"1403","b1801","yeaV"
"1404","b4208","cycA"
"1405","b0007","yaaJ"
"1406","b0874","ybjE"
"1407","b2923","argO"
"1408","b0037","caiC"
"1409","b1734","chbF"
"1410","b2467","nudK"
"1411","b0404","acpH"
"1412","b0314","betT"
"1413","b4474","frlC"
"1414","b3370","frlA"
"1415","b3816","corA"
"1416","b3040","zupT"
"1417","b2373","oxc"
"1418","b4233","mpl"
"1419","b3196","yrbG"
"1420","b3691","dgoT"
"1421","b2843","kduI"
"1422","b2156","lysP"
"1423","b4130","dtpC"
"1424","b4356","lgoT"
"1425","b4358","lgoD"
"1426","b3431","glgX"
"1427","b0155","clcA"
"1428","b0684","fldA"
"1429","b1378","pfo"
"1430","b2895","fldB"
"1431","b0777","bioC"
"1432","b0641","lptE"
"1433","b3201","lptB"
"1434","b3200","lptA"
"1435","b4261","lptF"
"1436","b4262","lptG"
"1437","b3199","lptC"
"1438","b0054","lptD"
"1439","b1025","ycdT"
"1440","b1490","dosC"
"1441","b1535","dgcZ"
"1442","b1794","yeaP"
"1443","b1341","ydaM"
"1444","b2503","yfgF"
"1445","b0315","yahA"
"1446","b1285","gmr"
"1447","b3525","yhjH"
"1448","b0009","mog"
"1449","b0784","moaD"
"1450","b2530","iscS"
"1451","b2470","acrD"
"1452","b0463","acrA"
"1453","b0462","acrB"
"1454","b1394","paaG"
"1455","b1090","plsX"
"1456","b3059","plsY"
"1457","b2529","iscU"
"1458","b1683","sufB"
"1459","b1684","sufA"
"1460","b1682","sufC"
"1461","b1681","sufD"
"1462","b0827","moeA"
"1463","b3856","mobB"
"1464","b3857","mobA"
"1465","b3058","folB"
"1466","b1634","dtpA"
"1467","b3496","dtpB"
"1468","b0709","dtpD"
"1469","b2528","iscA"
"1470","b1679","sufE"
"1471","b0775","bioB"
"1472","b1009","rutD"
"1473","b0444","queC"
"1474","b2794","queF"
"1475","b1008","rutE"
"1476","b2765","queD"
"1477","b2263","menH"
"1478","b1011","rutB"
"1479","b1010","rutC"
"1480","b0968","yccX"
"1481","b2264","menD"
"1482","b2262","menB"
"1483","b1686","menI"
"1484","b3991","thiG"
"1485","b3992","thiF"
"1486","b0423","thiI"
"1487","b3990","thiH"
"1488","b4407","thiS"
"1489","b2877","mocA"
"1490","b2374","frc"
"1491","b1392","paaE"
"1492","b1391","paaD"
"1493","b1390","paaC"
"1494","b1388","paaA"
"1495","b1389","paaB"
"1496","b1397","paaJ"
"1497","b1395","paaH"
"1498","b1007","rutF"
"1499","b1012","rutA"
"1500","b0785","moaE"
"1501","b3893","fdoH"
"1502","b1474","fdnG"
"1503","b3894","fdoG"
"1504","b1475","fdnH"
"1505","b3892","fdoI"
"1506","b1476","fdnI"
"1507","b0776","bioF"
"1508","b3412","bioH"
"1509","b2515","ispG"
"1510","b4238","nrdD"
"1511","b4237","nrdG"
"1512","b3924","fpr"
"1513","b4209","ytfE"
"1514","b1387","paaZ"
"1515","b1393","paaF"
"1516","b2912","fau"
