GeneName	 Accession-1	 Left-End-Position	 Right-End-Position	Product	Map to Escherichia coli CFT073
G6594	b1150	1205549	1205731	G6594-MONOMER	
EG10669	b0957	1019013	1020053	EG10669-MONOMER	C1093
EG10599	b4143	4371025	4372671	EG10599-MONOMER	C5227
EG11222	b2068	2146692	2147540	EG11222-MONOMER	C2595
EG10936	b0098	108279	110984	SECA	C0116
G7954	b4402	4640402	4640542	G7954-MONOMER	C5489
EG10157	b2592	2731600	2734173	MONOMER0-4519 // EG10157-MONOMER	C3114
EG10561	b3416	3547986	3550070	AMYLOMALT-MONOMER	C4193
EG10037	b2212	2308691	2309341	EG10037-MONOMER	C2753
G7019	b1869	1952266	1952661	G7019-MONOMER	C2283
G6314	b0559	579880	580086	G6314-MONOMER	
G6657	b1319	1381947	1382852	G6657-MONOMER	C1791
G7865	b4207	4428935	4429555	G7865-MONOMER	C5306
G6306	b0550	573371	573733	G6306-MONOMER	C1557
EG10940	b0409	429505	430476	SECF	C0519
G7804	b3830	4015354	4016169	G7804-MONOMER	C4771
G6481	b0939	998490	999191	G6481-MONOMER	
G6647	b1309	1370216	1371895	G6647-MONOMER	C1780
EG11068	b1960	2030448	2030918	EG11068-MONOMER	C2379
G6931	b1726	1808697	1809233	G6931-MONOMER	C2125
G6295	b0539	566098	566361	G6295-MONOMER	
EG10302	b0150	167484	169727	EG10302-MONOMER	C0185
EG12311	b2524	2656536	2656736	EG12311-MONOMER	C3049
EG12717	b3068	3214967	3215473	EG12717-MONOMER	C3822
EG10937	b3609	3783661	3784128	SECB	C4432
G6772	b1471	1544758	1545714	G6772-MONOMER	
EG11989	b2110	2190926	2191645	EG11989-MONOMER	C2637
EG11862	b3898	4089855	4090925	EG11862-MONOMER	
EG11062	b0779	813526	815547	EG11062-MONOMER	C0860
G6703	b1381	1443051	1445690	G6703-MONOMER	C1828
G6131	b0256	270603	271754	G6131-MONOMER	
G6370	b0681	708334	709740	G6370-MONOMER	C0768
EG11197	b3705	3885076	3886722	YIDC	C4629
EG11871	b3385	3513631	3514389	GPH-MONOMER	C4155
EG11026	b1262	1318427	1319788	PRAI-IGPS	
G6607	b1167	1216748	1216996	G6607-MONOMER	
EG10484	b2727	2851001	2851873	EG10484-MONOMER	C3287
EG12033	b2165	2257429	2258367	EG12033-MONOMER	
EG10627	b2961	3103013	3104065	EG10627-MONOMER	C3548
G6446	b0848	890089	890466	G6446-MONOMER	C0981
G0-10435	b4509	573730	573870	MONOMER0-2657	C1558
EG10280	b2344	2461306	2462646	EG10280-MONOMER	C2889
EG10090	b3800	3982958	3984193	EG10090-MONOMER	C4718
G7425	b2755	2878855	2879772	G7425-MONOMER	
EG11274	b1265	1323038	1323082	EG11274-MONOMER	C5494
G6214	b4579			G6214-MONOMER	
G7744	b3401	3529774	3530652	G7744-MONOMER	C4172
EG11237	b3338	3467160	3469853	EG11237-MONOMER	C4109
EG11491	b4044	4257742	4259121	DINF-MONOMER	C5015
G6101	b0217	237335	238120	G6101-MONOMER	
EG11899	b1349	1413984	1414793	EG11899-MONOMER	
EG11124	b1256	1314020	1314658	EG11124-MONOMER	C1722
G6356	b0649	680212	681663	G6356-MONOMER	
EG10534	b2411	2528161	2530176	EG10534-MONOMER	C2945
EG11027	b1263	1319789	1321384	ANTHRANSYNCOMPII-MONOMER	C1729
G0-10646	b4674	1465165	1465230	MONOMER0-2873	
EG12194	b0999	1062550	1062855	EG12194-MONOMER	C1135
G6992	b1808	1891325	1893235	G6992-MONOMER	C2212
G0-10585	b4589	580251	580445	MONOMER0-2814	
G7377	b2642	2773318	2775021	G7377-MONOMER	
EG11008	b0740	777740	779032	EG11008-MONOMER	C0819
EG11950	b4076	4293543	4294139	EG11950-MONOMER	C5072
EG11281	b4170	4397412	4399259	EG11281-MONOMER	C5254
EG11024	b1260	1316416	1317222	TRYPSYN-APROTEIN	C1725
EG12689	b1050	1113579	1113806	EG12689-MONOMER	C1316
EG11003	b0436	455133	456431	EG11003-MONOMER	C0551
G6383	b0714	745935	746726	G6383-MONOMER	C0793
EG12271	b3552	3716547	3717206	EG12271-MONOMER	C4370
G7360	b2625	2758985	2760394	G7360-MONOMER	C3652
EG10670	b2215	2311646	2312749	EG10670-MONOMER	C2758
EG10461	b0473	495120	496994	EG10461-MONOMER	C0593
EG11098	b0422	441101	441343	EG11098-MONOMER	C0533
EG10080	b1704	1788435	1789481	AROH-MONOMER	C2100
EG12036	b2172	2266245	2267711	EG12036-MONOMER	C2709
EG10520	b3633	3808540	3809817	KDOTRANS-MONOMER	C4457
EG10827	b1350	1414786	1417386	EG10827-MONOMER	C1402
EG11786	b2581	2717491	2718528	EG11786-MONOMER	C3106
G7081	b2001	2074779	2076311	G7081-MONOMER	C3664
G6700	b1377	1435760	1436893	G6700-MONOMER	C1822
EG11409	b0915	968366	969352	TETRAACYLDISACC4KIN-MONOMER	
G6251	b0454	475982	476371	G6251-MONOMER	C0573
EG11028	b1264	1321384	1322946	ANTHRANSYNCOMPI-MONOMER	C1730
EG11523	b0704	735650	736219	EG11523-MONOMER	
G7414	b2717	2842573	2843043	G7414-MONOMER	C3277
EG11063	b1913	1992874	1994706	EG11063-MONOMER	C2326
EG11209	b4030	4240325	4240735	EG11209-MONOMER	C5001
G6824	b1551	1637954	1638109	G6824-MONOMER	
G6414	b0805	839249	841531	G6414-MONOMER	C0890
G6427	b0824	862612	863511	G6427-MONOMER	C0909
EG11058	b2580	2716754	2717443	EG11058-MONOMER	C3105
EG11025	b1261	1317222	1318415	TRYPSYN-BPROTEIN	C1726
EG10434	b3802	3986686	3987882	EG10434-MONOMER	C4721
EG11826	b0981	1042030	1044210	EG11826-MONOMER	
G7593	b3070	3215727	3216491	G7593-MONOMER	C3823
EG10662	b1633	1711523	1712158	EG10662-MONOMER	C2025
G7543	b2977	3123827	3124231	G7543-MONOMER	C3706
G6688	b1365	1425377	1425640	G6688-MONOMER	
EG10286	b4291	4514353	4516677	EG10286-MONOMER	
EG11367	b2786	2915057	2917813	MONOMER0-4299 // MONOMER0-4210 // PHOSPHO-BARA-ASP // BARA-MONOMER	C3349
EG11619	b1114	1170518	1173964	EG11619-MONOMER	C1389
EG12236	b3502	3648935	3650224	ARSF-MONOMER	
G7479	b2859	2995962	2996360	G7479-MONOMER	
EG10516	b0695	721730	724414	KDPD-MONOMER	C0780
G7949	b4367	4604875	4605663	G7949-MONOMER	C5446
EG10986	b3549	3713092	3713655	EG10986-MONOMER	C4367
G7420	b2739	2864236	2865012	G7420-MONOMER	C3300
G6591	b1147	1203268	1203825	G6591-MONOMER	C3195
EG11364	b3720	3900604	3902220	EG11364-MONOMER	C4642
G7345	b2556	2689671	2691098	MONOMER0-4141 // G7345-MONOMER	C3079
EG10624	b2831	2969662	2970351	EG10624-MONOMER	C3426
G6421	b0818	853647	854765	G6421-MONOMER	C0904
G7252	b2390	2511001	2511327	G7252-MONOMER	C2929
G6340	b0614	647484	648035	G6340-MONOMER	C0702
EG10113	b3336	3466249	3466725	EG10113-MONOMER	C4107
G7016	b1844	1926120	1926782	G7016-MONOMER	C2254
G7122	b2085	2167989	2168306	G7122-MONOMER	C2613
G6311	b0556	578107	578568	G6311-MONOMER	C1563
EG11009	b3035	3178115	3179596	EG11009-MONOMER	C3781
EG11679	b2836	2973855	2976014	AAS-MONOMER	C3431
EG10329	b3635	3810343	3811152	EG10329-MONOMER	C4459
EG10449	b2019	2090192	2091091	ATPPHOSRIBOSTRANS-MONOMER	C2546
G7937	b4341	4571751	4571915	G7937-MONOMER	
EG11132	b1703	1787445	1788278	EG11132-MONOMER	C2099
G0-10437	b4511	613942	614160	MONOMER0-2659	C0672
G6558	b1061	1121242	1121487	G6558-MONOMER	C1328
G6990	b1806	1889951	1890532	G6990-MONOMER	C2210
G6150	b0279	293945	294799	G6150-MONOMER	
EG10671	b0929	985894	986982	EG10671-MONOMER	C1071
EG10486	b2729	2852136	2853257	EG10486-MONOMER	C3289
EG11193	b3645	3817760	3818584	EG11193-MONOMER	C4469
EG10446	b2021	2092398	2093468	HISTPHOSTRANS-MONOMER	C2548
G6911	b1685	1764934	1765122	G6911-MONOMER	C2080
G7201	b2326	2444203	2444751	G7201-MONOMER	C2872
EG10921	b1905	1988716	1989213	EG10921-MONOMER	C2321
EG10029	b2213	2309341	2310405	PD00230	C2754
G6767	b1459	1530586	1531639	G6767-MONOMER	
G6128	b0253	268097	268960	G6128-MONOMER	
G6762	b1451	1520963	1523065	G6762-MONOMER	C2436
EG12658	b3026	3170484	3171833	MONOMER0-4171 // EG12658-MONOMER	C3765
G7748	b3414	3545624	3546199	G7748-MONOMER	C4191
EG11269	b2018	2089996	2090046	EG11269-MONOMER	
G6659	b1321	1384117	1385514	G6659-MONOMER	C1793
EG11614	b4112	4332181	4333272	PHOSPHO-BASS // BASS-MONOMER	C5117
G7033	b1902	1986925	1987428	G7033-MONOMER	C2315
EG12131	b2527	2658952	2659467	EG12131-MONOMER	C3052
G6601	b1161	1212703	1213107	G6601-MONOMER	C1603
EG12370	b1140	1199679	1200806	EG12370-MONOMER	C1519
EG10528	b4036	4247971	4249311	EG10528-MONOMER	C5006
EG10852	b0852	891967	892869	EG10852-MONOMER	C0985
EG11415	b0812	848408	848911	EG11415-MONOMER	C0898
EG10450	b2023	2094535	2095125	GLUTAMIDOTRANS-MONOMER	C2550
G6402	b0780	815739	816647	G6402-MONOMER	C0861
EG10387	b3869	4055290	4056339	PROTEIN-NRII	C4818
G7060	b1972	2040483	2041118	G7060-MONOMER	C2390
EG10299	b0585	612737	613939	EG10299-MONOMER	C0671
G6189	b0324	341125	342507	G6189-MONOMER	C0445
EG10507	b0537	564815	565978	EG10507-MONOMER	C0932
G6531	b1024	1089866	1092289	G6531-MONOMER	C1163
G7011	b1838	1922313	1922969	G7011-MONOMER	C2247
EG12132	b2528	2659563	2659886	EG12132-MONOMER	C3053
EG10447	b2020	2091097	2092401	HISTDEHYD-MONOMER	C2547
G6087	b0024	21181	21399	G6087-MONOMER	C0028
EG12385	b2216	2313488	2316160	MONOMER0-4189 // EG12385-MONOMER	C2759
EG11644	b1536	1624105	1624497	EG11644-MONOMER	
EG11653	b3807	3993739	3994059	EG11653-MONOMER	C4726
G0-10641	b4669	3950507	3950557	MONOMER0-2868	
					
EG10293	b0584	610254	612494	EG10293-MONOMER	C0669
EG11551	b2712	2835173	2837425	EG11551-MONOMER	C3268
EG10306	b1102	1159362	1161551	EG10306-MONOMER	C1374
EG10444	b2024	2095125	2095862	PRIBFAICARPISOM-MONOMER	C2551
G0-10512	b4522	1335148	1335288	MONOMER0-2885	C1743
EG10822	b2218	2317027	2319876	MONOMER0-4194 // PHOSPHO-RCSC // RCSC-MONOMER	C2761
EG11533	b1205	1258791	1259069	EG11533-MONOMER	C1663
EG12073	b2214	2310479	2311534	EG12073-MONOMER	C2756
EG12557	b4305	4530530	4531651	SGCB-MONOMER	
G7279	b2449	2563980	2564372	G7279-MONOMER	
EG12020	b2139	2227323	2228758	EG12020-MONOMER	C2671
EG10151	b1881	1966393	1967037	CHEZ-MONOMER	C2296
EG10694	b4260	4484440	4485951	EG10694-MONOMER	C5360
EG10451	b2026	2096614	2097225	HISTCYCLOPRATPPHOS	C2553
EG12264	b3537	3698026	3698217	EG12264-MONOMER	C4349
G7953	b4379	4614680	4615543	G7953-MONOMER	C5462
G7574	b3024	3169284	3169676	G7574-MONOMER	C3763
EG11071	b2894	3038847	3039743	EG11071-MONOMER	C3474
EG12027	b2158	2249717	2250766	EG12027-MONOMER	C2693
G7224	b2355	2471544	2472062	G7224-MONOMER	
EG10126	b3966	4163639	4165483	EG10126-MONOMER	C4929
G6514	b0993	1053434	1056178	TORS-MONOMER	C1128
EG10426	b0962	1024471	1026525	EG10426-MONOMER	C1099
EG10448	b2025	2095844	2096620	CYCLASE-MONOMER	C2552
EG11765	b3598	3771382	3771744	EG11765-MONOMER	C4415
EG12128	b2828	2965162	2966037	EG12128-MONOMER	C3423
EG11404	b1203	1256721	1257812	EG11404-MONOMER	C1661
EG10925	b1863	1946855	1947376	EG10925-MONOMER	C2277
EG11509	b0012	10830	11315	EG11509-MONOMER	
G6837	b1579	1651512	1652708	G6837-MONOMER	
EG10584	b3829	4013053	4015314	HOMOCYSMET-MONOMER	C4751
EG11440	b3287	3433690	3434199	EG11440-MONOMER	C4047
EG10309	b4312	4540957	4541559	EG10309-MONOMER	C5391
EG10445	b2022	2093468	2094535	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	C2549
EG11165	b3038	3180421	3181581	EG11165-MONOMER	C3784
EG10732	b1129	1188316	1189776	PHOQ-MONOMER	C1508
EG10011	b0006	5683	6459	EG10011-MONOMER	C0010
EG10832	b2565	2701741	2702469	EG10832-MONOMER	C3089
EG10047	b0050	51229	51606	EG10047-MONOMER	C0063
G6821	b1547	1634885	1635847	G6821-MONOMER	
EG10581	b4013	4214280	4215209	HOMSUCTRAN-MONOMER	C4970
EG10146	b1888	1973360	1975324	PROTEIN-CHEA // CHEA-SMALL	C2303
EG10826	b2819	2950635	2952461	EG10826-MONOMER	C3413
EG12215	b3469	3606451	3608649	YHHO-MONOMER	C4262
G7669	b3211	3353121	3354050	G7669-MONOMER	C3971
G7415	b2734	2859760	2860416	G7415-MONOMER	C3295
G7227	b2358	2472878	2473246	G7227-MONOMER	C3192
RUVA	b1861	1945365	1945976	EG10923-MONOMER	C2275
G7537	b2970	3112054	3113049	G7537-MONOMER	
G6684	b1360	1421983	1422729	G6684-MONOMER	
G6135	b0260	275325	276728	B0260-MONOMER	
G6435	b0835	876710	878035	G6435-MONOMER	C0920
EG10823	b2699	2822708	2823769	EG10823-MONOMER	C3253
EG10513	b0698	727059	728732	EG10513-MONOMER	C0783
G7473	b2853	2993638	2993856	G7473-MONOMER	
EG11831	b3859	4042415	4043401	EG11831-MONOMER	C4803
G7193	b2301	2419841	2420485	G7193-MONOMER	C2844
EG11296	b4389	4625912	4627294	EG11296-MONOMER	C5474
G7385	b2650	2784529	2785011	G7385-MONOMER	
G6588	b1144	1201776	1202084	G6588-MONOMER	
EG10587	b4019	4223828	4227511	HOMOCYSMETB12-MONOMER	C4976
EG11393	b1185	1232500	1233030	MONOMER0-4142 // DSBBPROT-MONOMER	C1633
EG10440	b1712	1795253	1795552	PD00347	C2109
EG12525	b4242	4467625	4470321	MGTA-MONOMER	C5341
G7215	b2345	2463012	2464070	G7215-MONOMER	
EG10570	b0168	188712	189506	EG10570-MONOMER	C0203
G58	b0459	479367	479918	MALTACETYLTRAN-MONOMER	C0577
EG10976	b4059	4274125	4274661	EG10976-MONOMER	C5049
G7089	b2016	2088304	2089128	G7089-MONOMER	C2543
G6308	b0552	574737	575717	MONOMER0-4234	
G6136	b0261	276715	277647	MMUM-MONOMER	
EG10028	b0902	950340	951080	PFLACTENZ-MONOMER	C1038
EG10312	b4313	4542037	4542633	EG10312-MONOMER	C5392
EG10514	b0697	724988	727036	KDPB-MONOMER	C0782
G7922	b4325	4555490	4556320	G7922-MONOMER	
G7350	b2584	2719953	2722613	G7350-MONOMER	C3109
EG12177	b4137	4365018	4365356	EG12177-MONOMER	C5219
RUVB	b1860	1944346	1945356	EG10924-MONOMER	C2274
G6982	b1796	1879403	1879585	G6982-MONOMER	C2202
G6147	b0276	291500	292231	G6147-MONOMER	
EG10583	b3008	3152236	3153423	CYSTATHIONINE-BETA-LYASE-MONOMER	C3742
G6344	b0618	650798	651856	CITC-MONOMER	C0709
EG10824	b2820	2952461	2956003	EG10824-MONOMER	C3414
G0-10439	b4513	728732	728821	MONOMER0-12	C0784
G7730	b3378	3507348	3507701	G7730-MONOMER	C4148
EG11802	b2993	3140792	3141286	EG11802-MONOMER	C3730
EG11266	b3615	3789047	3790081	EG11266-MONOMER	C4441
EG12080	b2698	2822139	2822639	EG12080-MONOMER	C3252
G6899	b1671	1750345	1751013	G6899-MONOMER	C2065
G6124	b0249	265304	265543	G6124-MONOMER	C4569
EG11233	b1609	1682882	1684183	PHOSPHO-RSTB // RSTB-MONOMER	C2001
EG10441	b0912	963828	964112	PD00348	C1050
EG10515	b0696	724407	724979	EG10515-MONOMER	C0781
G6760	b1449	1519027	1520064	G6760-MONOMER	
EG10487	b2730	2853254	2854264	MONOMER0-4166 // EG10487-MONOMER	C3290
G7231	b2362	2475511	2475873	G7231-MONOMER	
EG11069	b3811	3996287	3997183	EG11069-MONOMER	C4732
G6651	b1313	1374963	1376015	G6651-MONOMER	C1785
EG12339	b0266	280385	280735	EG12339-MONOMER	
G7211	b2340	2456327	2456812	G7211-MONOMER	C2885
EG10317	b3261	3411271	3411567	PD00196	C4027
EG10107	b3572	3739705	3740958	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	C4393
G6536	b1029	1095843	1096829	G6536-MONOMER	
EG13235	b0731	765984	767960	HRSA-MONOMER	
G7194	b2302	2420621	2421268	G7194-MONOMER	C2845
EG10834	b0472	494405	495010	EG10834-MONOMER	C0592
G6374	b0689	715412	715906	G6374-MONOMER	
EG11304	b1577	1650078	1650998	EG11304-MONOMER	
EG11617	b2078	2162876	2164279	PHOSPHO-BAES // BAES-MONOMER	C2604
EG10831	b2616	2751795	2753456	EG10831-MONOMER	C3138
G7184	b2290	2407561	2408778	G7184-MONOMER	C2831
G6182	b0317	334525	335022	G6182-MONOMER	C0437
EG10853	b1427	1498938	1499477	EG10853-MONOMER	C1851
G7059	b1971	2039478	2040482	G7059-MONOMER	C2389
EG10825	b2822	2959060	2962428	EG10825-MONOMER	C3416
G0-9081	b4526	1417838	1418008	MONOMER0-1001	
EG10813	b1351	1417488	1417763	EG10813-MONOMER	
G7056	b1968	2036794	2038152	G7056-MONOMER	C2386
EG10491	b4018	4222804	4223628	PD04099	C4975
G7242	b2379	2497057	2498295	G7242-MONOMER	C2916
G0-10607	b4621	4268809	4269012	MONOMER0-2829	
EG12424	b1212	1266094	1266927	EG12424-MONOMER	C1670
G0-10594	b4602	1737456	1737545	MONOMER0-2822	
EG10022	b4015	4217109	4218413	ISOCIT-LYASE-MONOMER	C4972
G0-10463	b4547	2592762	2592962	MONOMER0-2685	C3000
G7916	b4306	4532437	4533183	G7916-MONOMER	
EG10850	b4373	4608185	4608631	EG10850-MONOMER	C5453
EG10023	b4014	4215478	4217079	MALATE-SYNTHASE	C4971
EG11408	b1190	1238879	1239949	ALARACECAT-MONOMER	C1639
EG12405	b1220	1273784	1275178	EG12405-MONOMER	C1680
EG10163	b3911	4103602	4104975	CPXA-MONOMER	C4863
EG11470	b3826	4010200	4011000	EG11470-MONOMER	C4748
EG10026	b4016	4218596	4220332	ICITDEHASE-KIN-PHOSPHA	C4974
EG12227	b4660	3632852	3634458	EG12227-MONOMER	
G7370	b2635	2770445	2770681	G7370-MONOMER	
G812	b4237	4459900	4460364	RNTRACTIV-MONOMER	C5336
EG10575	b4345	4576912	4577958	EG10575-MONOMER	
EG10001	b4053	4265782	4266861	ALARACEBIOSYN-MONOMER	C5028
EG12003	b2122	2209100	2210944	EG12003-MONOMER	C2652
G6515	b0994	1056261	1057289	BOUND-TORT // TORT-MONOMER	C1130
EG10129	b1710	1793558	1794109	BTUE-MONOMER	C2106
EG10459	b4350	4583249	4586761	EG10459-MONOMER	C5425
EG11726	b3716	3897506	3897973	EG11726-MONOMER	C4639
G7276	b2446	2562111	2562527	G7276-MONOMER	
EG12147	b3206	3347966	3348238	MONOMER0-4292 // EG12147-MONOMER	C3966
EG10612	b4351	4586949	4587863	EG10612-MONOMER	
G0-9281				MONOMER0-1241	
EG11429	b3989	4189786	4190325	EG11429-MONOMER	
EG11460	b2469	2585731	2587431	NARQ-MONOMER	C2996
G7532	b2962	3104093	3104368	G7532-MONOMER	C3550
EG10460	b4348	4580068	4581462	EG10460-MONOMER	
EG11152	b2605	2743625	2744107	EG11152-MONOMER	C3126
G7220	b2351	2468214	2469134	G7220-MONOMER	
EG10147	b1883	1967452	1968501	PHOSPHO-CHEB // CHEB-MONOMER	C2298
EG10211	b1961	2030899	2032317	EG10211-MONOMER	C2380
EG10100	b3731	3915553	3915972	ATPC-MONOMER	C4657
G7646	b3152	3298211	3298846	G7646-MONOMER	C3906
G7510	b2897	3040804	3041070	G7510-MONOMER	C3477
G6756	b1445	1517389	1517562	G6756-MONOMER	C1870
EG10668	b1335	1399721	1400236	EG10668-MONOMER	C1808
G7522	b2940	3086187	3086402	G7522-MONOMER	
G6834	b1567	1647174	1647323	G6834-MONOMER	
G6468	b0905	954872	956632	G6468-MONOMER	C1043
EG10574	b4346	4577958	4579337	MONOMER0-4524 // EG10574-MONOMER	
EG10104	b3733	3917402	3918265	ATPG-MONOMER	C4659
G7464	b2844	2984411	2985592	G7464-MONOMER	C3441
EG11911	b3952	4146258	4147136	EG11911-MONOMER	C4911
G7223	b2354	2471077	2471517	G7223-MONOMER	C0969
EG10458	b4349	4581459	4583048	EG10458-MONOMER	C5424
G7343	b2549	2679464	2682745	G7343-MONOMER	C3071
G6818	b1544	1633072	1633305	G6818-MONOMER	C3145
EG10646	b1222	1275822	1277618	NARX-MONOMER	C1682
EG10589	b2942	3086706	3087860	S-ADENMETSYN-MONOMER	C3528
EG10101	b3732	3915993	3917375	ATPD-MONOMER	C4658
G7182	b2275	2389116	2389964	G7182-MONOMER	
EG10062	b3210	3350689	3353025	PHOSPHO-ARCB-HIS // PHOSPHO-ARCB-ASP // PHOSPHO-ARCB717 // ARCB-MONOMER	C3970
G7129	b2097	2177512	2178564	FRUCBISALD-CLASSI-MONOMER	C2623
EG10490	b2916	3059753	3060646	EG10490-MONOMER	C3497
G7062	b1974	2042368	2042898	G7062-MONOMER	
G6681	b1357	1420365	1420661	G6681-MONOMER	
G7402	b2674	2800965	2801375	G7402-MONOMER	C3227
G6115	b0231	250898	251953	G6115-MONOMER	C0379
EG10098	b3734	3918316	3919857	ATPA-MONOMER	C4660
G7886	b4256	4479034	4479537	G7886-MONOMER	C5355
G6345	b0619	652235	653893	PHOSPHO-DPIB // G6345-MONOMER	C0710
EG11015	b3919	4110740	4111507	TPI-MONOMER	C4871
EG11056	b1184	1231186	1232454	EG11056-MONOMER	C1632
G6961	b1774	1857790	1858833	G6961-MONOMER	C2178
G6585	b1141	1200787	1201032	G6585-MONOMER	
EG11804	b2991	3139977	3140318	EG11804-MONOMER	C3728
EG10245	b0470	492092	494023	MONOMER0-2383 // EG10245-MONOMER	C0589
EG10105	b3735	3919870	3920403	ATPH-MONOMER	C4662
G7695	b3267	3418390	3418611	G7695-MONOMER	C4033
EG10488	b2753	2876581	2877618	EG10488-MONOMER	C3320
G6397	b0767	798586	799581	6PGLUCONOLACT-MONOMER	C0844
EG12197	b0687	712987	713532	EG12197-MONOMER	C0774
G6887	b1647	1724736	1725632	G6887-MONOMER	C2039
G6305	b0549	573084	573374	G6305-MONOMER	
EG10008	b4003	4201926	4203323	PHOSPHO-HYDH // HYDH-MONOMER	C4961
EG11013	b1274	1331048	1333645	EG11013-MONOMER	C1741
EG10102	b3737	3920950	3921189	ATPE-MONOMER	C4665
G6746	b1435	1506781	1508742	G6746-MONOMER	C1859
G6318	b0570	593328	594770	MONOMER0-4178 // G6318-MONOMER	C0656
EG10411	b2029	2099862	2101268	6PGLUCONDEHYDROG-MONOMER	C2556
EG10242	b3701	3881221	3882321	EG10242-MONOMER	C4623
G6636	b1268	1324746	1326641	G6636-MONOMER	C1733
EG12203	b1557	1641339	1641554	EG12203-MONOMER	C3184
EG11667	b2219	2320043	2321869	ATOS-MONOMER	C2762
EG11505	b1842	1925108	1925338	EG11505-MONOMER	C2252
EG10106	b3739	3922060	3922440	EG10106-MONOMER	C4667
G6510	b0989	1050963	1051175	G6510-MONOMER	C1122
EG11052	b3668	3848634	3850136	PHOSPHO-UHPB // UHPB-MONOMER	C4592
EG11221	b1852	1934839	1936314	GLU6PDEHYDROG-MONOMER	C2265
EG10833	b3822	4005864	4007693	EG10833-MONOMER	C4744
G6269	b0493	518340	519149	G6269-MONOMER	C0614
EG11301	b1572	1648665	1648793	EG11301-MONOMER	C1408
EG10471	b0975	1035770	1036357	EG10471-MONOMER	C1116
EG10237	b4361	4600238	4600975	EG10237-MONOMER	C5440
EG10103	b3736	3920418	3920888	ATPF-MONOMER	C4664
G6166	b0295	312112	312339	G6166-MONOMER	
G7105	b2060	2133490	2135652	G7105-MONOMER	C2586
EG12228	b3491	3634841	3635893	MONOMER0-2489	C4289
EG11413	b4259	4483837	4484280	EG11413-MONOMER	C5359
G0-16684	b0240	257829	257899		
G7902	b4281	4506626	4506856	G7902-MONOMER	
EG12449	b2330	2447508	2448440	EG12449-MONOMER	C2876
EG10765	b0467	490285	490812	EG10765-MONOMER	C0586
EG10501	b3769	3952201	3952464	SMALLILVM-MONOMER	C4691
G0-10596	b4605	2344594	2344737	MONOMER0-2824	
EG11610	b2370	2484374	2487967	MONOMER0-4184 // MONOMER0-4185 // PHOSPHO-EVGS // EVGS-MONOMER	C2906
G7607	b3088	3238580	3239545	G7607-MONOMER	C3846
EG10204	b3387	3515077	3515913	EG10204-MONOMER	C4157
G0-10444	b4521	1223564	1223907	MONOMER0-2666	
G7367	b2632	2767710	2768573	G7367-MONOMER	C1272
EG10851	b1066	1125562	1126146	EG10851-MONOMER	C1333
EG11199	b3742	3926012	3926455	EG11199-MONOMER	C4670
EG11275	b3672	3852890	3852988	EG11275-MONOMER	C5498
EG12372	b2798	2931055	2931810	EG12372-MONOMER	C3366
EG10269	b3404	3534516	3535868	ENVZ-MONOMER	C4180
G7002	b1826	1908623	1908766	G7002-MONOMER	C2234
EG10747	b0060	63429	65780	EG10747-MONOMER	C0071
EG12196	b1001	1064036	1065292	EG12196-MONOMER	
G7273	b2443	2560257	2560898	G7273-MONOMER	
G6969	b1783	1866908	1868842	G6969-MONOMER	C2188
EG10686	b3019	3163715	3165973	EG10686-MONOMER	C3760
EG10494	b3671	3851096	3852784	LARGEILVB-MONOMER	C4596
EG11930	b4047	4260321	4260575	EG11930-MONOMER	
EG12360	b2236	2348514	2348768	EG12360-MONOMER	C2778
EG11490	b1493	1570645	1572045	GLUTDECARBOXB-MONOMER	C1922
G7313	b2496	2618075	2618776	G7313-MONOMER	C3013
EG11683	b3646	3818874	3819491	EG11683-MONOMER	C4470
G7119	b2082	2167302	2167520	G7119-MONOMER	C0979
EG11497	b3259	3409070	3409951	EG11497-MONOMER	C4024
EG11057	b1183	1230767	1231186	EG11057-MONOMER	C1631
EG10502	b3670	3850802	3851092	SMALLILVN-MONOMER	C4595
EG11342	b1242	1298598	1299245	EG11342-MONOMER	C1706
EG10787	b1101	1157869	1159302	MONOMER0-4389 // PTSG-MONOMER	C1373
G7852	b4189	4416441	4416770	G7852-MONOMER	C5277
EG10423	b2231	2336793	2339420	EG10423-MONOMER	C2773
EG11119	b1088	1146794	1147315	EG11119-MONOMER	C1358
G6831	b1560	1643255	1644304	G6831-MONOMER	C1423
EG10148	b1884	1968504	1969364	CHER-MONOMER	C2299
EG12690	b0892	937994	939337	EG12690-MONOMER	C1029
EG10499	b0078	87357	87848	ACETOLACTSYNIII-HCHAIN-MONOMER	C0096
G7621	b3107	3255043	3255207	G7621-MONOMER	C3866
G7827	b4125	4350031	4351662	PHOSPHO-DCUS-MONOMER // DCUS-MONOMER	C5131
EG12657	b3029	3173142	3173456	EG12657-MONOMER	C3769
EG11014	b1763	1844999	1846960	EG11014-MONOMER	C2166
G7506	b2887	3029012	3030931	G7506-MONOMER	C3464
G6696	b1373	1432411	1432986	G6696-MONOMER	
G6503	b0982	1044230	1044676	G6503-MONOMER	
EG10243	b0215	236067	236798	EG10243-MONOMER	C0252
EG10495	b3774	3957970	3959445	KETOLREDUCTOISOM-MONOMER	C4696
