0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
1.89999991030113+0i,0.999999935039909+0i,1.00000035337852+0i,0.999999927396663+0i,0.887361843374465+0i,0.999999996867765+0i,0.887361843374524+0i,0+0i
1.88698831834189+0i,0.992558650814306+0i,1.00553580506923+0i,0.994071284374032+0i,0.886536833043435+0i,0.998460773601581+0i,0.886536833043435+0i,0+0i
1.89999999998965+0i,0.999999999991621+0i,1.00000000002115+0i,0.999999999994179+0i,0.887361850053443+0i,0.999999999999365+0i,0.88736185005345+0i,0+0i
1.89999999999632+0i,0.999999999996102+0i,1.00000000001438+0i,0.999999999996946+0i,0.887361850053797+0i,0.999999999999841+0i,0.887361850053797+0i,0+0i
1.89999990572888+0i,0.999999928899991+0i,1.00000038030696+0i,0.999999921558564+0i,0.887361842826883+0i,0.99999999650785+0i,0.887361842826942+0i,0+0i
0.894965024149876+0i,0.0126484031116977+0i,0.898853759857583+0i,0.897325211147253+0i,0.886531572372528+0i,0.00291056646338361+0i,0.886531572372528+0i,0+0i
1.88400651696919+0i,0.992568324999784+0i,1.00509643622188+0i,0.994083455272593+0i,0.886538693499309+0i,0.998465198661628+0i,0.886538693499309+0i,0+0i
1.88558346323019+0i,0.992527073186252+0i,1.00530419984892+0i,0.994030929807008+0i,0.886530761677482+0i,0.99844624331562+0i,0.886530761677482+0i,0+0i
0.9+0i,-4.05631459866521e-17+0.000353799667146087i,0.911599721794047+0.000273986755843588i,0.899999416296062+0.000308147682529752i,0.887361850054074+0i,-8.53403832132982e-18+0i,0.887361850054075+0i,0+0i
0.899999829344098+0i,1.05932283204702e-07+0i,0.911599045526472+0i,0.899999855294094+0i,0.887361832449615+0i,2.22883755008375e-08+0i,0.887361832449615+0i,0+0i
1.89999987943249+0i,0.999999925262513+0i,1.0000003928113+0i,0.999999918142339+0i,0.887361842505027+0i,0.999999996290637+0i,0.887361842505157+0i,0+0i
1.89999990005673+0i,0.999999930461815+0i,1.00000037245952+0i,0.999999923043259+0i,0.887361842966395+0i,0.999999996599482+0i,0.887361842966395+0i,0+0i
