0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0.899999988666844+0i,0.899999992965627+0i,0.999999990471429+0i,1.95399236318006e-09+0i,0.911600020824023+0i,0.911600012226456+0i,0.911600020824023+0i,0.992185431577824+0i,0.911600095459259+0i,0.999999974931648+0i,0.999999979230431+0i,0.999999826071965+0i,0.999999813175615+0i
0+0i,0.897408296518588+0i,0.898391356459813+0i,0.997944511031984+0i,0.000446845427829582+0i,0.898626791827849+0i,0.896660671946237+0i,0.898626791827908+0i,0.98589872424904+0i,0.901795332435227+0i,0.996910532214285+0i,0.997893592156952+0i,0.989619483624123+0i,0.986670303801254+0i
0+0i,0.900000000000002+0i,0.900000000000001+0i,1+0i,-3.78446321086843e-16+0i,0.911600237787+0i,0.911600237787001+0i,0.911600237787+0i,0.992185482040686+0i,0.911600237786975+0i,1.00000000000001+0i,1.00000000000001+0i,1.00000000000009+0i,1.00000000000009+0i
0+0i,0.900000000000008+0i,0.900000000000005+0i,1.00000000000001+0i,-1.42984611536788e-15+0i,0.911600237787515+0i,0.911600237787522+0i,0.911600237787515+0i,0.992185482040771+0i,0.911600237787299+0i,1.00000000000005+0i,1.00000000000004+0i,1.00000000000044+0i,1.00000000000045+0i
0+0i,0.899999989012235+0i,0.899999993180008+0i,0.999999991285566+0i,1.8944421931158e-09+0i,0.911600026612569+0i,0.911600018277023+0i,0.911600026612569+0i,0.992185432997607+0i,0.911600099285676+0i,0.999999976658889+0i,0.999999980826662+0i,0.999999840245705+0i,0.999999827742386+0i
0+0i,0.897408848186388+0i,0.898391698874309+0i,0.00241261802183184+0i,0.000446750312693489+0i,0.898628015002643+0i,0.896662313627311+0i,0.898628014999754+0i,0.985899806936265+0i,0.901796469387529+0i,0.903542946495071+0i,0.904525797182558+0i,0.0103304280084651+0i,0.00738187567209401+0i
0+0i,0.897409150197908+0i,0.898391886329741+0i,0.990045546316963+0i,0.000446698241738553+0i,0.898628683400931+0i,0.896663211146867+0i,0.898628683402826+0i,0.985900405955157+0i,0.901797090267301+0i,0.992172537773141+0i,0.993155273903801+0i,0.954044091963977+0i,0.951095883573329+0i
0+0i,0.897407786630575+0i,0.898391039977599+0i,0.997944106638043+0i,0.000446933339556126+0i,0.898625662538532+0i,0.896659155845399+0i,0.898625662539317+0i,0.985897698646044+0i,0.901794284984925+0i,0.996910022574174+0i,0.997893275921432+0i,0.989618494749313+0i,0.986668734714279+0i
0+0i,0.9+0i,0.9+0i,-4.62598804806492e-16+0i,-8.56077716747672e-17+0i,0.911600237786959+0i,0.911600237786959+0i,0.911600237786959+0i,0.992185482040677+0i,0.911600237786947+0i,0.911600237786947+1.04820544312677e-08i,0.911600237786947+1.0482054431269e-08i,-2.20269476516458e-15+1.18575595160077e-07i,-1.63768626046996e-15+1.18575595161571e-07i
0+0i,0.899999980417467+0i,0.899999987845325+0i,1.82360578216603e-08+0i,3.3762987487106e-09+0i,0.911599902367247+0i,0.911599887511532+0i,0.911599902367247+0i,0.99218540050105+0i,0.91160001635828+0i,0.911600029982022+0i,0.91160003740988+0i,8.49270925389791e-08+0i,6.26435924397239e-08+0i
0+0i,0.899999988766712+0i,0.899999993027614+0i,0.99999998971891+0i,1.93677378774564e-09+0i,0.911600022874281+0i,0.911600014352477+0i,0.911600022874281+0i,0.9921854320423+0i,0.911600096799456+0i,0.999999973549036+0i,0.999999977809939+0i,0.999999812593024+0i,0.999999799810317+0i
0+0i,0.89999998878942+0i,0.899999993041709+0i,0.99999999110885+0i,1.93285865355269e-09+0i,0.911600022442873+0i,0.911600013938295+0i,0.911600022442873+0i,0.992185432019402+0i,0.911600096546958+0i,0.999999976192706+0i,0.999999980444995+0i,0.999999837089553+0i,0.999999824332686+0i
0+0i,0.863947144975156+0i,0.87762236584665+0i,0.971403836170007+0i,0.00621600948704238+0i,0.818589362852614+0i,0.791238921108731+0i,0.818589362848855+0i,0.917888169601404+0i,0.829405442437461+0i,0.963217018917851+0i,0.976892239788248+0i,0.920366672250331+0i,0.879341009640802+0i
0+0i,0.897408010839894+0i,0.898391179142003+0i,0.99704812399846+0i,0.000446894682777114+0i,0.898626157739728+0i,0.896659821135803+0i,0.898626157740518+0i,0.985898144897103+0i,0.901794745382996+0i,0.996242969972537+0i,0.997226138275078+0i,0.98527471851361+0i,0.98232521352578+0i
0+0i,0.897408081863781+0i,0.898391223225796+0i,0.997944340788518+0i,0.000446882437278807+0i,0.898626313283536+0i,0.896660030560415+0i,0.898626313283383+0i,0.985898288135259+0i,0.901794890191453+0i,0.996910314645068+0i,0.997893456007057+0i,0.989619065419019+0i,0.986669641343166+0i
0+0i,0.899999988680335+0i,0.899999992974001+0i,0.999999991022334+0i,1.95166644914591e-09+0i,0.911600021007231+0i,0.911600012419898+0i,0.911600021007231+0i,0.992185431627306+0i,0.911600095582115+0i,0.999999976004284+0i,0.99999998029795+0i,0.999999835993399+0i,0.9999998231124+0i
0+0i,0.899999999999992+0i,0.899999999999995+0i,0.999999999999994+0i,1.37441018183956e-15+0i,0.911600237787263+0i,0.911600237787257+0i,0.911600237787264+0i,0.992185482040706+0i,0.911600237787132+0i,1.00000000000002+0i,1.00000000000002+0i,1.00000000000024+0i,1.00000000000024+0i
0+0i,0.897407876886318+0i,0.898391095998404+0i,0.997944178220183+0i,0.000446917778221245+0i,0.8986258650536+0i,0.896659426831107+0i,0.898625865052957+0i,0.985897873386109+0i,0.901794473477243+0i,0.996910107961868+0i,0.997893327073585+0i,0.98961867276909+0i,0.986669015432626+0i
