R1,3.2,3.2
R2,0,0
R3,3.2,3.2
R4,3.2,3.2
R5,1.6,1.6
R6,1.6,1.6
R7,1.6,1.6
R8,1.6,1.6
R9,0,0
R10,0,0
R11,1.6,1.6
