0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
1.98999993704704+0i,0.999999783103362+0i,1.00000124885103+0i,0.999999779507007+0i,0.887361842451727+0i,0.999999989242702+0i,0.887361842451727+0i,0.887361820150202+0i
1.97910444878564+0i,0.97816409014575+0i,1.02584245036405+0i,0.990009582940728+0i,0.886536336029433+0i,0.995598812756944+0i,0.886536336029433+0i,0.884111158108216+0i
1.99+0i,1.00000000000006+0i,0.99999999999961+0i,1.00000000000006+0i,0.887361850054076+0i,0.999999999999998+0i,0.887361850054076+0i,0.887361850054079+0i
1.98999999999998+0i,0.999999999999905+0i,1.00000000000079+0i,0.999999999999871+0i,0.887361850054071+0i,1+0i,0.887361850054071+0i,0.887361850054062+0i
1.98999994107983+0i,0.999999784886072+0i,1.00000124567898+0i,0.99999978047132+0i,0.887361842497631+0i,0.999999989396062+0i,0.887361842497631+0i,0.887361820330185+0i
1.77684833902672+0i,0.00483041752044679+0i,1.47153091612098+0i,0.895024249645652+0i,0.886531506300222+0i,0.000368412490928236+0i,0.886531506300222+0i,0.884093306871952+0i
1.97480387272204+0i,0.943633635870612+0i,1.0680326412988+0i,0.981102014462373+0i,0.886530210474245+0i,0.98794537992342+0i,0.886530210474245+0i,0.884087280635377+0i
1.97894170681857+0i,0.978137856362358+0i,1.02577635749686+0i,0.989996747698084+0i,0.886534662953941+0i,0.995587424266907+0i,0.886534662953941+0i,0.884104454429962+0i
1.84928780311366+4645.58309862796i,2.52901497976106-1.61890273725973i,-0.1939184577386-6.78577785230046i,1.07999542819162+1.50451416259542i,0.887361850054074+0i,-1.09850572887556e-11+584654.658238279i,0.887361850054074+0i,0.887361850054074+0i
1.79999883809137+0i,0.159043832396066+0i,1.377728480133+0i,0.927384392044803+0i,0.887361824574624+0i,0.0571526793607745+0i,0.887361824574624+0i,0.887361749821267+0i
1.98999993107758+0i,0.999999778816706+0i,1.00000126754507+0i,0.999999775833099+0i,0.887361842318932+0i,0.999999988991528+0i,0.887361842318932+0i,0.887361819626485+0i
1.98999994003072+0i,0.999999796876556+0i,1.00000118651537+0i,0.999999790870155+0i,0.887361842869863+0i,0.999999990087882+0i,0.887361842869863+0i,0.88736182179431+0i
1.82302164446031+0i,0.815550873460104+0i,1.04220846213661+0i,0.912355949324478+0i,0.877888198069745+0i,0.930337911675134+0i,0.877888198069745+0i,0.849738887714056+0i
1.97695861629356+0i,0.972016773128021+0i,1.03316122020826+0i,0.988317661807548+0i,0.88653730450463+0i,0.994343034044537+0i,0.88653730450463+0i,0.884114996171185+0i
1.97834649350929+0i,0.978153598789471+0i,1.02552621020544+0i,0.990004355895409+0i,0.886535666676001+0i,0.995594239786407+0i,0.886535666676001+0i,0.884108490545776+0i
1.98999993825962+0i,0.99999978234029+0i,1.00000125295349+0i,0.999999778858659+0i,0.887361842428045+0i,0.99999998919749+0i,0.887361842428045+0i,0.887361820057296+0i
1.98999999999993+0i,0.999999999999792+0i,0.999999999999779+0i,0.999999999999998+0i,0.887361850054071+0i,0.999999999999973+0i,0.887361850054071+0i,0.88736185005406+0i
1.97797448432577+0i,0.978180134421545+0i,1.02537842483512+0i,0.990018023726366+0i,0.886537358767702+0i,0.99560587087648+0i,0.886537358767702+0i,0.884115167968785+0i
1.98999993800114+0i,0.99999979039208+0i,1.00000121588224+0i,0.999999785486839+0i,0.887361842672195+0i,0.999999989692722+0i,0.887361842672195+0i,0.887361821015637+0i
1.831686398648+0i,0.820067452406749+0i,1.04264587713407+0i,0.91313960149083+0i,0.877888582628123+0i,0.932066281542025+0i,0.877888582628123+0i,0.849740458103518+0i
1.81744487193896+0i,0.788428573600599+0i,1.05393083134062+0i,0.907730959734651+0i,0.877888195065995+0i,0.919813223733842+0i,0.877888195065995+0i,0.84973888186272+0i
1.96944443475833+0i,0.970475261697823+0i,1.03286412393288+0i,0.987955915433427+0i,0.886535965338167+0i,0.993977159453944+0i,0.886535965338167+0i,0.884109719809537+0i
1.98999994403607+0i,0.999999803767054+0i,1.00000115643126+0i,0.999999796529332+0i,0.88736184307897+0i,0.999999990512991+0i,0.88736184307897+0i,0.887361822617884+0i
1.98999999999977+0i,0.999999999999094+0i,1.00000000000356+0i,0.999999999999342+0i,0.887361850054051+0i,0.999999999999952+0i,0.887361850054051+0i,0.887361850053982+0i
1.98999999999916+0i,0.999999999997108+0i,1.00000000000821+0i,0.999999999998345+0i,0.887361850054+0i,0.999999999999773+0i,0.887361850054+0i,0.887361850053782+0i
1.7999992597125+0i,4.16796567865942e-08+0i,1.52017813571611+0i,0.899999852543056+0i,0.887361834482859+0i,6.35410282992909e-09+0i,0.887361834482921+0i,0.887361788782309+0i
1.60503479677828+0i,0.0716792591129642+0i,1.20633740569732+0i,0.851021071827917+0i,0.877913980032304+0i,0.00911358610145631+0i,0.877913980032304+0i,0.849848155318753+0i
