0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
2.40068549130836e-07+0i,2.40915663284962e-07+0i,1.20457819643696e-07+0i,6.01258769099606e-08+0i,6.07591490675516e-08+0i,3.03645441234193e-08+0i,2.9974848031819e-08+0i,1.13023773679351e-08+0i,1.16921162373146e-08+0i
0.0745188662699331+0i,0.074571291711478+0i,0.0368822612526516+0i,0.0206079856499714+0i,0.0162981685293869+0i,0.00900061338494333+0i,0.0116203162360774+0i,0.00268245557200701+0i,0.0027117251250059+0i
0.20064275948671-5.19089163906091e+297i,0.20064457229107+0.0028924721263789i,0.100276026156562+0.000993430378818056i,0.100069846209418-0.000150793761777727i,0.101593127507788-0.000113528905524166i,0.101593010272628+0.000168071061766491i,0.0969849192781584+0.00166574881124525i,-1.8007943858342e-22+1.84800080524692e-25i,-2.69558781565408e-22-1.71657346886394e-12i
-1.13969253327854e-15-4.51736040075739e-13i,-1.15927988500524e-15+2.5531766170115e-13i,-5.79610280712746e-16+1.27658830985078e-13i,-2.93044114565702e-16-6.84974372365515e-14i,-2.96442864447288e-16-6.92918761797861e-14i,-1.50365842900457e-16-2.82103976838516e-14i,-1.47716573996822e-16-2.7713363730519e-14i,-5.27996359696283e-19-1.04358181858891e-34i,-9.97025794358818e-18+2.15976914137607e-28i
1.35126293694726e-06+0i,1.3539547933598e-06+0i,6.76977115689914e-07+0i,3.37714996158963e-07+0i,3.4061582276366e-07+0i,1.69511331273755e-07+0i,1.68877292649186e-07+0i,2.62585082724902e-08+0i,2.78031291145555e-08+0i
-2.50076433788683e-21+0i,-2.50922825196241e-21+0i,-1.2496714208289e-21+0i,-7.0720375223389e-22+0i,-5.46110168510937e-22+0i,-3.15980818753472e-22+0i,-3.93283774238112e-22+0i,-4.09415929215812e-22+0i,-4.1258767332738e-22+0i
-1.37830379328731e-11+0i,-1.37930963088213e-11+0i,-6.86939037918847e-12+0i,-3.66246034524735e-12+0i,-3.21170533844416e-12+0i,-1.74024295233902e-12+0i,-1.9248178759252e-12+0i,-1.25006286083505e-12+0i,-1.25709580008847e-12+0i
0.318388454209828+0i,0.31859061060387+0i,0.157957765419452+0i,0.0712320159016936+0i,0.0868515869223966+0i,0.0392541479216726+0i,0.0320226839946919+0i,0.00221637664484188+0i,0.00234279750102221+0i
0.0182320050437328-1.09655617029725e+54i,0.0182320050494885+1.5539746809029e-06i,0.0091160023778693+5.33718428722893e-07i,0.00274685764396203-0.000170175782174272i,0.00406291475814433-0.000216810334322292i,0.00122200324119507+0.00056872419860975i,0.000804488494524811+0.000392418008942843i,-2.12940504782517e-20+1.84090648853926e-23i,-2.39442642268725e-20+2.12583171626306e-15i
