0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,1.42332849251475e-08+0i,1.42332849251475e-08+0i,5.53516636615263e-09+0i,0.899999999209262+0i,0.911600210903972+0i,0.911600202205853+0i,0.911600225400836+0i,0.899999978913652+0i,0.91159983939691+0i,0.911599856793147+0i,0.999999979177231+0i,0.999999642828645+0i,0.999999625432408+0i
0+0i,0.00240851247720957+0i,0.00240851247720957+0i,0.000936643741096187+0i,0.899866193751268+0i,0.908787226194068+0i,0.907315357458019+0i,0.91124034075417+0i,0.896431833367138+0i,0.890484398431179+0i,0.89342813590323+0i,0.996476435450049+0i,0.98228520815304+0i,0.979341470680894+0i
0+0i,-2.11186192359266e-22+0i,-2.11186192359266e-22+0i,-8.21279637514672e-23+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,1+0i,1+0i,1+0i
0+0i,-3.6296458749298e-17+0i,-3.6296458749298e-17+0i,-1.41152892716952e-17+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.911600237786931+0i,0.911600237786931+0i,1+0i,1+0i,1+0i
0+0i,1.4319860201525e-08+0i,1.4319860201525e-08+0i,5.56883445789242e-09+0i,0.899999999204452+0i,0.911600210736619+0i,0.911600201985593+0i,0.911600225321662+0i,0.899999978785393+0i,0.911599836873386+0i,0.911599854375437+0i,0.999999979050575+0i,0.999999640563589+0i,0.999999623061537+0i
0+0i,0.00241541069228391+0i,0.00241541069228391+0i,0.000939326380305936+0i,0.899865810517094+0i,0.908780233676412+0i,0.907304149364447+0i,0.911240374196352+0i,0.896421613789176+0i,0.890452626255723+0i,0.893404794879624+0i,0.0010286390774112+0i,0.00592394640650742+0i,0.00297177778281479+0i
0+0i,0.00242317289730562+0i,0.00242317289730562+0i,0.000942345015614576+0i,0.899865379283484+0i,0.908772369356268+0i,0.907291541474575+0i,0.911240415825734+0i,0.896410114226231+0i,0.890416640177719+0i,0.893378295941068+0i,0.00107428386075052+0i,0.00605603702906546+0i,0.00309438126573174+0i
0+0i,0.00241356780377716+0i,0.00241356780377716+0i,0.000938609701466525+0i,0.899865912899787+0i,0.908782102508058+0i,0.90730714440571+0i,0.911240366011972+0i,0.896424343994308+0i,0.890461113374581+0i,0.893411029579259+0i,0.996469039694379+0i,0.982267443603391+0i,0.979317527398677+0i
0+0i,4.62024612696901e-19+0i,4.62024612696901e-19+0i,1.79676238281161e-19+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,5.12329849546027e-19+0i,2.29254855536505e-18+6.14275907932901e-12i,1.72785180615311e-18+6.14275907932426e-12i
0+0i,1.64080582582681e-08+0i,1.64080582582681e-08+0i,6.38091156557747e-09+0i,0.899999999088441+0i,0.911600207226553+0i,0.911600197199406+0i,0.911600223938464+0i,0.899999975691765+0i,0.911599790000963+0i,0.911599810055256+0i,8.23480951726804e-09+0i,4.60369556168033e-08+0i,2.59826628822583e-08+0i
0+0i,1.40287436730667e-08+0i,1.40287436730667e-08+0i,5.45562251652829e-09+0i,0.899999999220625+0i,0.911600211196848+0i,0.911600202623727+0i,0.911600225485383+0i,0.899999979216676+0i,0.911599842639514+0i,0.911599859785756+0i,0.999999979476468+0i,0.999999645670645+0i,0.999999628524403+0i
0+0i,1.25382022107478e-08+0i,1.25382022107478e-08+0i,4.87596753614261e-09+0i,0.899999999303433+0i,0.911600213718755+0i,0.91160020605652+0i,0.911600226489146+0i,0.899999981424886+0i,0.911599876528064+0i,0.911599891852533+0i,0.9999999755644+0i,0.999999569196296+0i,0.999999553871826+0i
0+0i,0.0335581655972637+0i,0.0335581655972637+0i,0.013050397732282+0i,0.898135657466838+0i,0.876919190150581+0i,0.856411422285428+0i,0.911098803258213+0i,0.850284199115675+0i,0.738410622395241+0i,0.779426158127809+0i,0.922890685129298+0i,0.792689891979281+0i,0.751674356249598+0i
0+0i,0.00241805531350865+0i,0.00241805531350865+0i,0.000940354844125444+0i,0.899865663593697+0i,0.90877755476769+0i,0.907299854298355+0i,0.911240388883242+0i,0.896417695831921+0i,0.890440321486305+0i,0.89339572242593+0i,0.985913529423721+0i,0.935683938383971+0i,0.932728537445284+0i
0+0i,0.00241084489235295+0i,0.00241084489235295+0i,0.000937550791410153+0i,0.899866064172648+0i,0.908784862172418+0i,0.907311568071542+0i,0.911240352340522+0i,0.896428377937293+0i,0.890473651127248+0i,0.89342023932885+0i,0.996473023213074+0i,0.98227700730472+0i,0.979330419102989+0i
0+0i,1.38869357838114e-08+0i,1.38869357838114e-08+0i,5.40047505745505e-09+0i,0.899999999228504+0i,0.911600211434687+0i,0.911600202948226+0i,0.911600225578788+0i,0.899999979426762+0i,0.911599845802876+0i,0.911599862775798+0i,0.999999979683927+0i,0.999999648485459+0i,0.999999631512538+0i
0+0i,-1.82376051974035e-17+0i,-1.82376051974035e-17+0i,-7.09240187496919e-18+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,1+0i,1+0i,1+0i
0+0i,0.00241146174456976+0i,0.00241146174456976+0i,0.000937790678482719+0i,0.899866029903074+0i,0.908784237106046+0i,0.907310566039859+0i,0.911240355549689+0i,0.896427464081973+0i,0.890470812089011+0i,0.893418154221426+0i,0.996472120780948+0i,0.9822748415307+0i,0.979327499398333+0i
0+0i,1.35009377103907e-08+0i,1.35009377103907e-08+0i,5.25036459664395e-09+0i,0.899999999249948+0i,0.911600212091591+0i,0.911600203841018+0i,0.911600225842546+0i,0.899999979998611+0i,0.91159985468031+0i,0.911599871181456+0i,0.999999980248628+0i,0.999999656393885+0i,0.999999639892739+0i
0+0i,0.0335526314031397+0i,0.0335526314031397+0i,0.0130482455454604+0i,0.898135964922045+0i,0.87692406060097+0i,0.856419674743435+0i,0.911098037030112+0i,0.850292397921195+0i,0.738415968783286+0i,0.779424740499873+0i,0.933681665857059+0i,0.819457381669607+0i,0.778448609954582+0i
0+0i,0.033564572561589+0i,0.033564572561589+0i,0.0130528893294484+0i,0.898135301524364+0i,0.876913550375701+0i,0.85640186714378+0i,0.91109968909574+0i,0.850274707316361+0i,0.738404407773968+0i,0.779427774235754+0i,0.895131254118019+0i,0.728393695334865+0i,0.687370328870827+0i
0+0i,0.00242287215175979+0i,0.00242287215175979+0i,0.000942228059021728+0i,0.899865395991569+0i,0.908772674388892+0i,0.907292030296147+0i,0.911240414543469+0i,0.896410559775161+0i,0.890418017871081+0i,0.893379306056574+0i,0.00124044685568403+0i,0.00651598311804941+0i,0.00355469493252625+0i
0+0i,1.17899123050678e-08+0i,1.17899123050678e-08+0i,4.58496589950315e-09+0i,0.899999999345005+0i,0.911600214946687+0i,0.911600207741741+0i,0.911600226954931+0i,0.899999982533463+0i,0.911599892528502+0i,0.911599906938395+0i,0.999999976575388+0i,0.999999580517129+0i,0.999999566107236+0i
0+0i,-2.1409144889267e-22+0i,-2.1409144889267e-22+0i,-8.32577856342513e-23+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,1+0i,1+0i,1+0i
0+0i,-7.41104547918914e-21+0i,-7.41104547918914e-21+0i,-2.88207322885984e-21+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,1+0i,1+0i,1+0i
0+0i,1.97815007855589e-08+0i,1.97815007855589e-08+0i,7.69280583328094e-09+0i,0.899999998901028+0i,0.9116002017055+0i,0.911600189616805+0i,0.911600221853325+0i,0.899999970694073+0i,0.911599718258827+0i,0.911599742436217+0i,1.43749328819e-08+0i,7.04190578554037e-08+0i,4.62416686013292e-08+0i
0+0i,0.0335653434673097+0i,0.0335653434673097+0i,0.0130531891261717+0i,0.898135258696261+0i,0.876912871817909+0i,0.856400717476765+0i,0.911099795719801+0i,0.850273565233624+0i,0.73840362278714+0i,0.779427931469403+0i,0.018802777797562+0i,0.0846502282729636+0i,0.0436259195907627+0i
0+0i,0.00241147386128898+0i,0.00241147386128898+0i,0.000937795390594445+0i,0.899866029229918+0i,0.90878422457144+0i,0.907310546100535+0i,0.91124035535627+0i,0.896427446131154+0i,0.890470757534199+0i,0.893418114476244+0i,0.996472103054516+0i,0.982274801439185+0i,0.979327444497372+0i
0+0i,0.0335675238831018+0i,0.0335675238831018+0i,0.0130540370656304+0i,0.898135137562052+0i,0.876910951575559+0i,0.856397464758087+0i,0.911100096271235+0i,0.850270334988053+0i,0.73840123494176+0i,0.779428208576409+0i,0.840938989214685+0i,0.61954162991744+0i,0.578514656282508+0i
0+0i,0.00241236296966198+0i,0.00241236296966198+0i,0.000938141154905858+0i,0.899865979835018+0i,0.90878332340265+0i,0.907309101587849+0i,0.91124035976066+0i,0.896426128933808+0i,0.890466648224206+0i,0.893415091850735+0i,0.99333425990528+0i,0.967235577100629+0i,0.964287133470961+0i
0+0i,1.66331832612523e-18+0i,1.66331832612523e-18+0i,6.4684601564877e-19+0i,0.9+0i,0.91160023778693+0i,0.91160023778693+0i,0.91160023778693+0i,0.9+0i,0.911600237786928+0i,0.911600237786928+0i,0.955894485213659+374.220917536968i,1.57053600282884-0.110958938892562i,1.57053600305918-0.110958937710918i
0+0i,1.38743029272587e-08+0i,1.38743029272587e-08+0i,5.39556226321165e-09+0i,0.899999999229205+0i,0.911600211456095+0i,0.911600202977354+0i,0.911600225587329+0i,0.899999979445477+0i,0.911599846091384+0i,0.911599863048865+0i,0.999999979702409+0i,0.99999964874238+0i,0.999999631784898+0i
0+0i,1.3706768964507e-08+0i,1.3706768964507e-08+0i,5.33041009419591e-09+0i,0.899999999238513+0i,0.911600211788746+0i,0.911600203412388+0i,0.911600225749344+0i,0.899999979693676+0i,0.911599851209512+0i,0.91159986796223+0i,0.999999979947505+0i,0.999999653342163+0i,0.999999636589446+0i
