0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
519.856499734765+0i,519.856499641459+0i,259.928242210734+0i,129.454303828683+0i,130.473938330784+0i,64.7272004090284+0i,64.7271033061212+0i,64.7272003972422+0i,64.7272004011535+0i
1119.80164982764+0i,1119.75860123436+0i,557.664637069428+0i,292.543062410836+0i,265.120800961909+0i,132.071402266444+0i,160.472051962564+0i,132.071280057335+0i,132.071383782101+0i
219.921387758872+0i,219.921387014308+0i,109.960693507124+0i,53.462875586208+0i,56.4978179203383+0i,27.7970389441326+0i,25.6658366388778+0i,25.6658366279957+0i,25.6658366452116+0i
619.974253899087+0i,619.974255413518+0i,309.987127706729+0i,154.385571714667+0i,155.601555991192+0i,77.1928348706451+0i,77.19273682195+0i,77.1928346765438+0i,77.1928348713139+0i
919.918574622288+0i,919.918573644838+0i,459.95927912+0i,229.07749861474+0i,230.881780296836+0i,114.538797236074+0i,114.538701410903+0i,114.538797242907+0i,114.538797235424+0i
99.9741383529844+0i,99.9724064123958+0i,49.7522958194676+0i,28.0975846900186+0i,21.6555850099955+0i,11.9221845175444+0i,16.1756090917178+0i,2.83260009964081+0i,2.83261689360274+0i
418.646530655212+0i,418.619553224081+0i,205.569606901626+0i,106.108208978621+0i,99.461386620876+0i,49.4383519404954+0i,56.669852437215+0i,49.4381936435865+0i,49.4383446646884+0i
920.067081238984+0i,919.94082080689+0i,458.152076634602+0i,215.742189635403+0i,242.409254742711+0i,117.007002175742+0i,98.7355927567017+0i,98.7355170143324+0i,98.7355617770713+0i
-1.64803892804269e-13+4.93981767661175e-06i,7.60617521967668e-13+4.86568868651167e-06i,3.81954332134847e-13+2.43284434325584e-06i,3.4296115188103e-14+9.79181632793504e-07i,1.14796542754827e-13+1.40998734856674e-06i,1.54014504429799e-15+5.65610679189986e-07i,-6.27462074975349e-15+3.95756163980651e-07i,-4.6121744918693e-15+1.44813867365344e-07i,-5.20869960430684e-15+1.44186497924147e-07i
0.000915125201582319+0i,0.000915138254568795+0i,0.000457569070355318+0i,0.000266046777167685+0i,0.000191530912624869+0i,0.000110854649675349+0i,0.000155192576268762+0i,2.59170816271548e-05+0i,2.59175690905335e-05+0i
619.871000835549+0i,619.871000093321+0i,309.935451646612+0i,123.006391922545+0i,186.929059692355+0i,83.2883760642176+0i,39.7180158345393+0i,39.7180158088019+0i,39.7180158418115+0i
1019.72162414812+0i,1019.72162373137+0i,509.860797077023+0i,233.548421558188+0i,276.312375495367+0i,132.751362581501+0i,100.797058989461+0i,100.797058820293+0i,100.797059011533+0i
515.047855700758+0i,514.954991043452+0i,242.518081961611+0i,109.74188390365+0i,132.772192755222+0i,59.2449891311586+0i,50.4983731650525+0i,50.4963418912208+0i,50.4981351943233+0i
419.746734170619+0i,419.723272624851+0i,208.089947306807+0i,103.123634740634+0i,104.966259130095+0i,51.5364220522151+0i,51.5872400856936+0i,51.5362116854553+0i,51.5364118932671+0i
320.003690300811+0i,319.964730390879+0i,159.35011238252+0i,72.6935391796329+0i,86.6564540339017+0i,41.3100027336157+0i,31.3836025595926+0i,31.3835860216159+0i,31.3835886579608+0i
919.76126970747+0i,919.761269381962+0i,459.880624498075+0i,233.962795696249+0i,225.91782879898+0i,112.825756280781+0i,121.137039404816+0i,112.825756018374+0i,112.825756281771+0i
1019.97949332878+0i,1019.97949320354+0i,509.989746601654+0i,202.41542301866+0i,307.574323584243+0i,137.054728154814+0i,65.3606948649335+0i,65.3606948616774+0i,65.3606948627202+0i
319.999314495793+0i,319.965646379414+0i,159.350771320143+0i,70.0061200687616+0i,89.3444992814384+0i,41.8926380270841+0i,28.1135887786712+0i,28.1135615943846+0i,28.1135718374809+0i
919.872725147739+0i,919.872724822576+0i,459.936354969156+0i,193.606304997608+0i,266.330050038576+0i,122.768978990921+0i,70.8373259367292+0i,70.8373258320829+0i,70.8373259611539+0i
616.067592966054+0i,615.963094522983+0i,292.072272263614+0i,135.726096325207+0i,156.34279449879+0i,70.1455246774184+0i,65.5821367550321+0i,65.5811569756249+0i,65.5820648527717+0i
