0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
23.640569961093+0i,6.51363230349808e-07+0i,23.64052846775+0i,23.6295102297322+0i,11.3146553940615+0i,12.3148728551327+0i,6.41807401577501+0i,6.41807439645829+0i,5.89679860300157+0i,5.89679842255191+0i,6.41807412053092+0i
50.0577097192321+0i,0.270712998519541+0i,49.7850905222577+0i,49.7233277951356+0i,23.696670552399+0i,26.2975527110382+0i,13.7336977884086+0i,13.7337063245843+0i,12.5638474802143+0i,12.563834309748+0i,13.7336987832189+0i
9.99543448997179+0i,-1.27001980429251e-14+0i,9.99540988549295+0i,9.99010906442624+0i,4.78361923237943+0i,5.20649003503962+0i,2.71343755953144+0i,2.71343762104322+0i,2.49305238318494+0i,2.49305231281563+0i,2.71343750642833+0i
28.2481390047883+0i,1.99265224476629e-13+0i,28.2479551347983+0i,28.2169047221712+0i,13.5112588886871+0i,14.7056509616476+0i,7.66406267013169+0i,7.66406286041446+0i,7.0415881429732+0i,7.04158765269459+0i,7.66406220169731+0i
41.8979413575116+0i,1.28980925485649e-06+0i,41.8978117269307+0i,41.8627856103384+0i,20.0453874731176+0i,21.8174038804217+0i,11.3704559297824+0i,11.3704560194338+0i,10.4469479170576+0i,10.4469474889545+0i,11.3704555654182+0i
4.21664894605219+0i,0.0228175877021544+0i,4.19408707399583+0i,4.19450896076919+0i,1.99906854715715+0i,2.21849056115777+0i,0.135013382989104+0i,1.15863165242015+0i,1.05993543191115+0i,1.06000139301999+0i,0.135021318113896+0i
18.6969884066171+0i,0.101069144608352+0i,18.5953914609551+0i,18.5721286227006+0i,8.85091282302712+0i,9.82232734689167+0i,5.12961129092352+0i,5.12963456539613+0i,4.69269254748856+0i,4.69268893979056+0i,5.12963255449341+0i
41.1816184118834+0i,0.222699471986088+0i,40.9497970210713+0i,40.8940826350582+0i,19.4888967756491+0i,21.6279694438114+0i,11.2950490241766+0i,11.2950511911263+0i,10.3329154429547+0i,10.3328660108916+0i,11.2950224826925+0i
0.622478010276684-6.98733182414637e+306i,-6.32348462664143e-16-5.68175492717434e-322i,0.911600237786948+8.21927688937177e-307i,0.850031074496686-0.0154127390235696i,0.918789453278085+0.000425770512286773i,1.00001022247173+0.000463408524330251i,0.848252059898907+0.00432793640595204i,1.00173797115665-0.000696866971358973i,0.920376874320328-0.000640267478506268i,0.920389214447399+7.93110597218075e+304i,0.849178500126414-1.74683295603659e+305i
3.63809750112459e-05+0i,2.29656463910891e-12+0i,3.63894229370471e-05+0i,3.63978923465467e-05+0i,1.74305416306732e-05+0i,1.89714109820194e-05+0i,1.1658886158223e-06+0i,9.88833155327893e-06+0i,9.08520126315372e-06+0i,9.08687236939703e-06+0i,1.1661044924127e-06+0i
