R1,3.2,3.2
R2,3.2,3.2
R3,0,0
R4,0,0
R5,1.6,1.6
R6,1.6,1.6
R7,1.6,1.6
R8,1.6,1.6
R9,0,0
R10,0,0
R11,1.6,1.6
