41,EX_pi_e
46,EX_co2_e
50,EX_met__L_e
54,EX_metsox_S__L_e
71,EX_acgam_e
82,EX_cellb_e
83,EX_crn_e
84,EX_hxan_e
85,EX_ile__L_e
86,EX_chol_e
87,EX_fe3_e
89,EX_lac__L_e
90,EX_leu__L_e
91,EX_glcn_e
92,EX_no3_e
93,EX_h_e
95,EX_orn_e
97,EX_gln__L_e
99,EX_pro__L_e
100,EX_glyc_e
102,EX_man_e
104,EX_ade_e
105,EX_mn2_e
106,EX_4abut_e
107,EX_ac_e
108,EX_akg_e
109,EX_ala__L_e
110,EX_arg__L_e
111,EX_asp__L_e
112,EX_pyr_e
113,EX_succ_e
114,EX_thymd_e
115,EX_rib__D_e
116,EX_tyr__L_e
117,EX_cytd_e
118,EX_dcyt_e
120,EX_fum_e
121,EX_sbt__D_e
122,EX_glu__L_e
126,EX_gua_e
140,EX_btn_e
142,EX_ptrc_e
144,EX_spmd_e
145,EX_thym_e
146,EX_xtsn_e
165,EX_fe2_e
181,EX_glc__D_e
184,EX_alltn_e
187,EX_ura_e
189,EX_val__L_e
195,EX_xan_e
204,EX_dgsn_e
206,EX_arab__L_e
207,EX_fru_e
210,EX_gal_e
212,EX_xyl__D_e
216,EX_duri_e
217,EX_for_e
218,EX_gly_e
219,EX_h2_e
220,EX_lys__L_e
228,EX_ser__L_e
229,EX_thm_e
230,EX_trp__L_e
234,EX_din_e
242,EX_fmn_e
243,EX_gthox_e
282,EX_tmao_e
284,EX_acald_e
289,EX_melib_e
298,EX_sucr_e
304,EX_tre_e
305,EX_zn2_e
331,EX_hdcea_e
348,EX_lac__D_e
373,EX_ttdcea_e
381,EX_h2s_e
383,EX_gthrd_e
413,EX_26dap__M_e
421,EX_acnam_e
428,EX_amp_e
445,EX_dha_e
453,EX_fuc__L_e
454,EX_met__D_e
455,EX_tartr__L_e
459,EX_taur_e
460,EX_maltpt_e
461,EX_glyald_e
462,EX_glcur_e
469,EX_nmn_e
470,EX_urea_e
485,EX_f6p_e
495,EX_rmn_e
500,EX_ttdca_e
526,EX_glyclt_e
534,EX_g6p_e
540,EX_2ddglcn_e
545,EX_mmet_e
559,EX_galct__D_e
570,EX_idon__L_e
575,EX_indole_e
589,EX_3hcinnm_e
593,EX_acac_e
598,EX_acmana_e
604,EX_galur_e
610,DM_amob_c
614,EX_adn_e
615,EX_ins_e
622,EX_mg2_e
626,EX_glyc3p_e
628,EX_but_e
632,EX_lcts_e
633,EX_ocdca_e
634,EX_cbl1_e
643,EX_nac_e
682,EX_dad_2_e
683,EX_ser__D_e
685,EX_gam6p_e
686,EX_15dap_e
688,EX_ocdcea_e
689,EX_cynt_e
690,EX_galctn__D_e
692,EX_glyb_e
701,EX_ca2_e
702,EX_so3_e
711,EX_ascb__L_e
719,EX_ala_B_e
720,EX_agm_e
721,EX_minohp_e
722,EX_ppt_e
723,EX_hxa_e
730,EX_lyx__L_e
731,EX_acmum_e
732,EX_dca_e
733,EX_all__D_e
736,EX_octa_e
738,EX_gbbtn_e
742,EX_xylu__L_e
743,EX_gdp_e
744,EX_gtp_e
758,EX_tma_e
773,EX_fruur_e
776,EX_malttr_e
784,EX_cbi_e
789,EX_arbtn_fe3_e
791,EX_cpgn_e
792,EX_ch4_e
794,EX_adocbl_e
848,EX_ppa_e
860,EX_ni2_e
862,EX_no_e
871,EX_fad_e
897,EX_meoh_e
898,EX_fe3dcit_e
899,EX_fe3hox_e
900,EX_fecrm_e
901,EX_feenter_e
902,EX_feoxam_e
910,EX_3amp_e
911,EX_3gmp_e
912,EX_3ump_e
914,EX_cu2_e
918,EX_glyc__R_e
919,EX_eca4colipa_e
932,EX_mal__D_e
935,EX_sel_e
936,EX_hg2_e
971,EX_cobalt2_e
975,EX_pheme_e
1023,EX_mso3_e
1024,EX_23camp_e
1025,EX_23cgmp_e
1026,EX_23cump_e
1039,EX_sulfac_e
1040,EX_butso3_e
1043,EX_ethso3_e
1110,EX_tym_e
1122,EX_imp_e
1208,EX_fe3hox_un_e
1210,EX_23dappa_e
1228,EX_cd2_e
1265,EX_enter_e
1266,EX_fecrm_un_e
1267,EX_cgly_e
1271,EX_chtbs_e
1272,EX_gmp_e
1278,EX_h2o2_e
1279,EX_ump_e
1280,EX_pydam_e
1313,EX_frulys_e
1339,EX_enlipa_e
1341,EX_hacolipa_e
1376,EX_etha_e
1392,EX_hdca_e
1393,EX_glcr_e
1425,EX_h2o_e
1426,EX_ala__D_e
1438,EX_mnl_e
1440,EX_malt_e
1447,EX_pnto__R_e
1460,EX_asn__L_e
1464,EX_cit_e
1466,EX_mal__L_e
1469,EX_no2_e
1474,EX_gam_e
1478,EX_inost_e
1479,EX_mobd_e
1486,EX_so4_e
1490,EX_phe__L_e
1491,EX_thr__L_e
1492,EX_uri_e
1501,EX_nh4_e
1504,EX_ddca_e
1510,EX_r5p_e
1511,EX_glyc2p_e
1514,EX_halipa_e
1517,EX_cmp_e
1520,EX_malthx_e
1525,EX_csn_e
1526,EX_etoh_e
1532,EX_g3pe_e
1533,EX_pacald_e
1534,EX_his__L_e
1535,EX_k_e
1536,EX_na1_e
1539,EX_dmso_e
1544,EX_12ppd__S_e
1545,EX_pppn_e
1550,EX_acgam1p_e
1552,EX_galt_e
1563,EX_glcur1p_e
1571,EX_thrp_e
1576,EX_fald_e
1577,EX_pydxn_e
1578,EX_acgal_e
1579,EX_so2_e
1580,EX_dms_e
1604,EX_acgal1p_e
1605,EX_cyan_e
1606,EX_tyrp_e
1612,EX_uacgam_e
1614,EX_udpacgal_e
1615,EX_udpg_e
1616,EX_udpgal_e
1617,EX_udpglcur_e
1618,EX_14glucan_e
1619,EX_pser__L_e
1621,EX_xmp_e
1622,EX_damp_e
1624,EX_dimp_e
1626,EX_isetac_e
1629,EX_aso3_e
1630,EX_tcynt_e
1631,EX_fe3dhbzs_e
1634,EX_feoxam_un_e
1639,EX_g3pc_e
1640,EX_g3pg_e
1641,EX_g3pi_e
1647,EX_g3ps_e
1648,EX_peamn_e
1649,EX_34dhpac_e
1743,EX_cys__L_e
1760,EX_gsn_e
1769,EX_orot_e
1816,EX_manglyc_e
1824,EX_metsox_R__L_e
1837,EX_cl_e
1846,EX_dgmp_e
1849,EX_4hoxpacd_e
1851,EX_3hpppn_e
1852,EX_man6p_e
1856,EX_tsul_e
1860,EX_n2o_e
1873,EX_maltttr_e
1901,EX_alaala_e
1902,EX_dtmp_e
1904,DM_5drib_c
1905,EX_lipoate_e
1906,EX_pydx_e
1907,EX_g1p_e
1929,DM_oxam_c
1982,EX_o2_e
1984,EX_progly_e
1996,EX_gal_bD_e
2056,EX_dump_e
2060,EX_12ppd__R_e
2071,EX_o2s_e
2074,EX_gal1p_e
2082,EX_dcmp_e
2092,EX_23ccmp_e
2115,EX_3cmp_e
2159,EX_urate_e
2164,EX_skm_e
2165,EX_cpgn_un_e
2177,EX_ag_e
2184,EX_cys__D_e
2201,EX_acser_e
2208,EX_cu_e
2211,EX_arbtn_e
2220,EX_dopa_e
2233,EX_tartr__D_e
2238,EX_galctn__L_e
2240,EX_hom__L_e
2244,EX_tungs_e
2257,EX_crn__D_e
2270,EX_LalaDgluMdapDala_e
2271,EX_5dglcn_e
2280,EX_LalaDgluMdap_e
2281,EX_psclys_e
2297,EX_anhgm_e
2302,DM_aacald_c
2313,EX_ppal_e
2321,EX_slnt_e
2370,EX_LalaDglu_e
2391,EX_5mtr_e
2433,EX_LalaLglu_e
2457,EX_ttrcyc_e
2462,EX_mincyc_e
2464,DM_4crsol_c
2480,EX_arbt_e
2529,EX_dxylnt_e
2543,EX_mththf_e
2598,EX_doxrbcn_e
2607,EX_dhps_e
2610,EX_cs1_e
2611,EX_fusa_e
2616,EX_mepn_e
2621,EX_cm_e
2623,EX_novbcn_e
2646,EX_2dglc_e
2654,EX_sq_e
2683,EX_4abzglu_e
2684,EX_rfamp_e
