0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
496.952120047001+0i,259.966483379537+0i,236.985428355382+0i,236.865192833328+0i,249.390466151579+0i,247.441600151902+0i,128.957772874748+0i,128.95777300363+0i,118.483827517951+0i,118.483826704175+0i,128.957773021802+0i
1058.59780230546+0i,559.94322330734+0i,498.589181912795+0i,498.426734704186+0i,531.254345973496+0i,527.113174584006+0i,275.281335993415+0i,275.281347149097+0i,251.83190834664+0i,251.831881945493+0i,275.28132355786+0i
210.242397082472+0i,109.982352588229+0i,100.259938771796+0i,100.201291407015+0i,105.504052840798+0i,104.679589525092+0i,54.5552830945109+0i,54.5552833600501+0i,50.1243065775038+0i,50.1243063064501+0i,54.5552831004968+0i
592.584468002096+0i,309.993623776695+0i,282.590261147268+0i,282.471644270704+0i,297.394629911667+0i,295.070634235215+0i,153.780331625402+0i,153.780331840666+0i,141.290302680681+0i,141.290302426534+0i,153.780331474664+0i
879.298918005148+0i,459.980393348523+0i,419.318067091935+0i,419.141170763181+0i,441.285097859132+0i,437.836668099169+0i,228.184919982006+0i,228.184920059046+0i,209.651748166196+0i,209.651748552375+0i,228.184919821628+0i
302.301575551865+0i,159.90651264727+0i,142.38562693264+0i,142.274828994206+0i,151.680614213978+0i,150.49825230359+0i,78.5964601016065+0i,78.5968289373518+0i,71.9017322731563+0i,71.9017157962328+0i,78.596815816872+0i
396.887212543264+0i,209.936886585361+0i,186.934006785918+0i,186.818667855087+0i,199.152870567572+0i,197.600458326866+0i,103.195399848243+0i,103.195496025684+0i,94.4049867114475+0i,94.4049700787477+0i,103.195489044253+0i
869.852543796747+0i,459.984323462425+0i,409.582832029059+0i,409.474866352103+0i,436.429936738325+0i,433.027929070751+0i,226.146029058999+0i,226.146056298247+0i,206.882113695927+0i,206.881985728975+0i,226.14596248007+0i
-1.27580198197349e-13+2.77053298445305e-06i,-1.81679723021931e-13+3.15089940157229e-20i,4.93354789333089e-13+2.69149020708257e-06i,4.55749726485305e-13+2.61266682954613e-06i,5.57809585195449e-14+1.23298892698588e-06i,6.47158741404041e-14+1.34198485494278e-06i,-4.08131698782977e-15+8.40812178040576e-08i,-8.35442954523238e-17+6.89170419217225e-07i,-7.67588328781459e-17+6.33196039859397e-07i,-3.16382707270194e-14+6.30358454044684e-07i,-4.23891032888012e-15+8.37339540567707e-08i
0.000410133779845949+0i,1.73528496438165e-10+0i,0.0004101461572054+0i,0.000410154791897246+0i,0.000196398450598628+0i,0.000213760177484267+0i,1.16958390705524e-05+0i,0.000111405189784898+0i,0.000102356860227327+0i,0.000102358653804877+0i,1.16960638488774e-05+0i
592.570540662902+0i,309.986594594129+0i,282.58373933533+0i,282.492457058812+0i,297.401544856094+0i,295.077495522647+0i,153.783909762027+0i,153.783909835151+0i,141.29358560125+0i,141.293585600017+0i,153.783909695584+0i
974.830972123136+0i,509.955492281737+0i,464.875383859786+0i,464.733142253691+0i,489.256128925051+0i,485.432828684318+0i,252.990328115583+0i,252.99032918658+0i,232.44246380524+0i,232.442461071872+0i,252.990328309696+0i
451.418968292269+0i,259.370658407039+0i,191.961971782047+0i,191.956148606222+0i,225.955443283875+0i,225.370582219464+0i,120.682819708461+0i,120.683034555162+0i,104.688196551813+0i,104.688123291146+0i,120.683023253911+0i
396.941174255207+0i,209.961375622316+0i,186.955735610939+0i,186.851307770874+0i,199.181762309465+0i,197.629124656302+0i,103.210550299913+0i,103.210607462485+0i,94.4187987469738+0i,94.418788375677+0i,103.210597554158+0i
302.551330170951+0i,159.991833866785+0i,142.461360335706+0i,142.383291675765+0i,151.778499231178+0i,150.595373689798+0i,78.6474395991491+0i,78.647455716978+0i,71.9480088664152+0i,71.9479644887526+0i,78.6474191157427+0i
879.234940958524+0i,459.947029791196+0i,419.287667512198+0i,419.121118298967+0i,441.2581759798+0i,437.809956563737+0i,228.170998530835+0i,228.170998669498+0i,209.638958130517+0i,209.638957952681+0i,228.170998480034+0i
